	sample1	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
ASV_138	264	310	267	229	106	118	140	97	212	183	126	200	223	186	255	378	258	185
ASV_36	482	270	421	321	441	518	344	343	662	564	384	372	350	429	578	567	459	291
ASV_390	71	131	149	94	72	153	60	201	137	168	251	43	78	79	19	60	39	6
ASV_17	379	858	1443	748	304	173	248	162	298	296	255	232	244	268	510	616	745	484
ASV_77	133	469	629	350	143	107	74	101	172	142	85	77	72	63	189	277	388	231
ASV_1709	0	13	18	9	566	57	209	103	102	227	47	0	1	5	0	5	26	1
ASV_489	69	70	35	207	360	56	132	59	28	109	27	32	91	26	63	233	157	67
ASV_55	347	280	294	603	547	342	442	383	341	404	524	347	438	497	418	750	560	288
ASV_358	58	71	106	179	84	60	68	78	91	99	113	17	97	74	520	173	127	72
ASV_682	34	57	56	31	89	54	58	36	67	41	73	165	319	141	100	0	23	51
ASV_178	280	59	68	38	260	152	264	162	152	288	160	307	549	533	260	19	59	20
ASV_735	93	15	66	30	146	76	114	39	47	74	324	256	355	251	54	40	23	0
ASV_290	758	8	17	67	413	121	374	159	86	298	538	409	572	460	301	22	22	2
ASV_495	95	19	58	97	141	38	102	58	71	61	76	87	169	185	221	81	78	13
ASV_883	89	7	6	17	109	63	101	0	62	157	103	69	153	147	84	51	9	14
ASV_332	175	26	30	52	188	88	171	108	89	172	161	180	299	321	259	55	55	7
ASV_31	465	331	463	401	471	277	485	220	347	453	347	380	455	376	912	324	279	215
ASV_32	323	439	383	370	525	196	231	225	319	314	276	152	155	284	628	347	434	1079
ASV_81	288	242	340	322	506	280	457	271	262	444	265	392	409	540	515	334	259	143
ASV_245	157	264	321	176	143	85	122	53	70	81	85	94	107	146	117	86	62	82
ASV_425	155	15	38	50	131	87	126	69	128	173	163	235	200	267	149	67	40	16
ASV_207	103	42	100	92	239	129	143	156	165	245	182	200	170	280	103	38	47	71
ASV_50	742	574	783	366	739	518	518	426	783	792	636	641	783	882	785	59	105	85
ASV_347	162	94	318	87	140	34	119	64	50	68	275	139	179	156	184	89	94	71
ASV_493	238	35	30	106	153	51	141	61	73	148	157	42	48	105	379	97	166	220
ASV_377	129	41	47	65	103	107	74	101	126	110	43	48	112	75	152	78	95	79
ASV_420	68	101	129	73	81	82	93	70	120	122	121	150	143	151	78	0	37	3
ASV_135	270	91	180	186	301	169	214	161	215	305	289	253	455	564	269	109	113	188
ASV_28	785	364	503	401	740	518	526	422	628	1015	754	599	975	1091	1219	297	400	186
ASV_239	248	99	87	102	290	182	182	80	153	232	204	189	128	217	231	94	226	350
ASV_404	71	55	54	77	112	172	73	98	250	213	54	48	117	190	422	63	54	155
ASV_45	90	333	543	307	118	265	134	175	262	254	29	62	80	93	173	160	209	510
ASV_83	83	187	357	181	108	226	144	174	302	271	58	144	99	88	184	49	102	574
ASV_334	260	139	141	88	217	154	178	151	217	298	165	263	234	246	160	13	47	53
ASV_1038	107	65	51	24	77	51	81	67	78	92	26	132	117	131	98	0	23	31
ASV_304	147	56	102	145	163	182	129	153	231	258	179	166	187	232	509	112	254	247
ASV_104	205	120	60	147	112	51	59	61	58	44	196	58	40	109	237	143	195	266
ASV_106	103	121	44	143	107	65	75	82	98	95	118	83	106	85	94	215	300	220
ASV_194	109	169	231	188	184	139	184	140	184	228	188	146	262	203	456	40	139	106
ASV_1216	72	62	45	53	75	23	61	47	63	44	59	104	71	53	147	27	93	133
ASV_562	77	17	79	41	87	91	84	46	92	101	74	39	153	167	97	0	13	4
ASV_189	231	116	275	119	247	215	240	197	293	383	272	280	288	381	329	85	100	187
ASV_855	86	28	77	27	54	51	116	84	65	82	98	51	70	96	109	36	36	34
ASV_323	116	49	91	59	93	103	115	89	145	160	284	82	244	199	87	23	45	31
ASV_284	43	258	685	49	49	34	53	26	95	72	27	87	39	122	116	2	1	9
ASV_653	65	83	45	23	99	58	112	87	78	60	57	190	183	107	107	27	33	5
ASV_69	364	367	451	451	389	178	317	228	221	392	200	275	315	313	618	295	297	365
ASV_716	4	251	611	416	87	21	61	31	30	23	0	35	26	46	3	13	37	20
ASV_678	14	108	377	357	89	30	70	44	35	45	4	55	12	72	3	0	63	8
ASV_71	115	369	990	478	523	68	455	195	119	378	96	115	50	105	104	199	168	29
ASV_57	205	431	605	447	253	173	321	295	294	310	54	142	216	283	276	218	179	48
ASV_38	299	376	445	370	487	285	593	379	403	538	301	503	321	502	532	102	212	270
ASV_472	108	84	102	96	87	51	68	40	59	64	62	23	27	45	152	76	80	183
ASV_293	48	130	443	98	52	24	35	55	75	58	27	81	89	53	76	17	20	12
ASV_33	467	615	893	499	827	462	712	434	644	995	568	451	450	738	869	214	307	259
ASV_808	178	65	51	83	133	36	140	50	32	54	156	10	79	191	134	24	37	49
ASV_297	86	59	29	81	57	43	34	35	30	88	175	30	72	89	119	141	75	65
ASV_643	100	57	28	100	103	86	99	126	79	92	123	52	82	84	119	67	63	153
ASV_494	68	26	14	35	95	73	84	52	66	78	222	59	132	85	92	90	73	37
ASV_145	165	60	85	155	152	64	160	106	106	98	169	29	52	108	175	147	140	203
ASV_64	209	510	666	371	286	267	385	439	446	455	508	255	284	419	251	375	374	227
ASV_477	83	77	5	59	93	31	82	43	48	81	145	48	71	163	63	73	27	80
ASV_397	60	129	1	135	20	12	48	14	13	17	45	13	31	30	276	277	272	278
ASV_418	0	245	528	153	15	20	21	16	26	29	0	48	39	13	19	0	15	23
ASV_300	280	25	1	158	168	60	171	96	69	167	317	81	153	174	247	95	58	85
ASV_460	112	58	94	132	21	45	50	45	44	51	376	30	66	53	272	111	174	111
ASV_158	134	111	48	158	85	54	66	60	68	56	84	80	42	77	118	116	219	111
ASV_399	37	56	87	82	77	72	103	93	56	106	112	66	124	79	148	47	159	70
ASV_568	66	26	89	44	82	81	81	63	100	99	71	70	115	162	197	48	35	38
ASV_599	42	62	41	44	119	140	70	110	148	194	60	96	150	207	138	60	57	5
ASV_368	75	85	93	31	40	43	49	41	76	52	70	111	157	196	179	61	45	46
ASV_1051	128	16	1	62	57	52	101	57	58	78	140	37	81	58	175	70	80	19
ASV_521	79	17	13	43	75	28	78	73	54	103	47	178	394	294	215	29	19	6
ASV_370	275	94	134	43	231	296	218	259	355	407	143	258	375	317	133	23	8	25
ASV_75	584	340	370	319	653	336	611	447	470	478	470	741	1258	882	496	119	131	83
ASV_277	177	99	170	62	136	63	183	91	103	94	317	353	342	283	280	43	72	46
ASV_878	136	12	34	7	150	26	76	41	17	60	128	169	204	232	176	17	10	15
ASV_76	161	70	123	146	204	54	232	86	48	128	151	128	181	229	283	250	159	114
ASV_228	228	15	2	156	362	221	221	163	173	289	431	276	454	408	145	161	134	36
ASV_1337	209	6	0	68	70	38	63	31	15	44	335	72	61	108	88	0	5	37
ASV_302	158	98	46	114	109	63	89	49	71	100	218	82	132	100	240	132	120	110
ASV_125	13	165	189	122	102	63	110	53	94	90	24	125	211	111	42	49	49	38
ASV_68	129	372	608	396	234	285	271	231	321	378	296	327	428	422	515	360	244	256
ASV_1207	35	0	20	17	154	70	42	35	44	290	141	170	243	223	34	0	11	3
ASV_11	2090	724	607	1001	1339	847	1372	1068	1258	1312	2627	1860	2789	2647	2790	1197	804	259
ASV_1305	63	89	4	55	55	15	45	20	14	28	66	41	76	61	141	167	243	254
ASV_327	36	43	75	55	43	6	41	35	26	33	87	62	176	125	104	46	78	232
ASV_428	185	10	56	18	69	39	62	40	40	47	243	117	139	178	319	17	31	87
ASV_4	31	268	119	464	23	21	28	39	19	16	14	35	12	20	17	765	922	33
ASV_213	490	27	51	116	1140	213	771	546	484	940	426	288	897	1043	322	58	146	8
ASV_1032	0	0	0	0	262	128	389	305	346	255	0	36	55	35	0	0	0	0
ASV_522	50	155	148	78	46	44	10	88	115	31	2	22	27	75	10	171	109	2
ASV_729	16	184	312	108	44	22	37	46	44	62	193	40	55	73	26	37	96	102
ASV_540	26	23	0	101	72	87	50	74	90	103	83	10	79	97	26	132	126	183
ASV_846	103	7	0	100	141	136	84	63	134	176	52	55	40	40	661	122	68	2
ASV_414	10	43	19	70	36	102	13	63	114	189	35	73	138	95	14	26	103	35
ASV_504	19	333	481	170	63	76	34	88	186	57	101	45	67	87	243	0	47	7
ASV_1841	187	0	0	0	170	84	62	105	105	175	46	79	59	91	0	0	0	0
ASV_498	0	297	256	175	53	42	58	111	93	72	192	0	25	38	6	24	120	0
ASV_103	368	28	37	81	471	470	305	571	1039	973	127	439	847	755	397	38	153	5
ASV_474	49	114	72	105	142	71	43	109	165	80	171	53	88	42	34	43	21	18
ASV_95	114	111	114	301	161	277	77	314	630	298	227	78	76	78	298	334	506	216
ASV_466	12	245	336	146	13	15	25	12	27	2	21	15	38	64	67	85	76	117
ASV_587	74	201	207	39	67	66	111	39	113	81	72	124	172	142	24	38	22	12
ASV_123	147	183	386	223	227	151	243	188	311	319	277	191	274	242	19	58	121	37
ASV_1300	99	0	1	5	95	65	106	51	65	117	219	73	178	108	49	12	44	0
ASV_192	72	420	157	115	141	104	238	99	212	99	89	182	223	92	71	142	136	77
ASV_211	910	0	1	34	103	46	92	52	74	176	66	59	139	86	203	14	67	27
ASV_220	63	203	90	99	103	75	133	235	45	125	58	39	130	85	258	33	47	0
ASV_447	51	50	126	35	58	47	36	87	91	177	14	27	16	75	242	60	95	0
ASV_165	105	386	708	355	249	256	192	280	361	212	64	81	175	139	36	80	171	32
ASV_624	206	35	31	56	133	90	87	69	134	122	95	17	81	108	93	30	64	95
ASV_292	93	46	49	56	203	385	154	481	537	291	274	167	201	170	42	1	14	3
ASV_291	10	162	101	61	126	163	76	66	315	107	196	59	71	94	51	6	5	4
ASV_169	334	10	0	14	356	173	177	157	160	157	200	40	227	194	67	0	47	1
ASV_1	3019	5216	2084	5226	2478	1331	1872	1957	1949	1910	2280	785	1238	1934	4187	5025	14003	18825
ASV_564	133	36	37	43	95	80	76	58	177	187	43	125	56	120	107	16	12	11
ASV_152	308	28	43	106	400	456	341	800	830	936	277	204	573	539	144	130	127	72
ASV_272	547	58	15	26	330	147	179	295	231	327	380	108	81	211	205	0	35	0
ASV_387	198	9	46	111	474	316	344	305	570	304	497	357	205	232	156	30	11	24
ASV_608	146	25	18	16	264	137	153	128	369	96	375	182	205	167	106	34	31	53
ASV_1603	112	0	0	676	69	5	52	40	15	8	20	29	137	82	24	14	10	8
ASV_282	106	6	30	101	186	67	145	60	77	175	214	69	237	238	90	92	145	18
ASV_188	44	483	773	118	6	14	0	4	9	28	1	0	6	1	294	74	95	117
ASV_459	63	46	135	51	99	169	97	3	273	168	94	252	260	340	59	2	9	3
ASV_573	336	57	85	22	119	22	13	0	14	41	483	82	128	93	36	2	0	0
ASV_524	12	193	309	120	17	32	7	30	28	16	30	28	0	20	187	55	34	96
ASV_128	114	100	7	119	74	29	44	37	17	14	27	17	27	46	27	82	450	409
ASV_101	822	214	101	47	266	213	574	389	124	127	451	42	79	111	805	98	296	678
ASV_384	352	5	3	48	185	75	185	158	56	66	207	36	60	119	643	102	72	83
ASV_619	133	34	28	54	73	193	111	132	383	268	130	76	154	140	83	93	76	25
ASV_16	497	43	64	208	460	513	648	515	658	786	414	179	583	409	1007	283	387	68
ASV_488	132	139	161	72	97	71	106	132	122	123	69	34	249	167	276	110	48	0
ASV_309	55	1	0	0	117	175	90	153	205	227	181	0	3	2	56	1	1	0
ASV_1402	141	9	15	28	114	54	117	103	108	72	102	56	76	93	148	66	90	5
ASV_1018	29	2	0	59	49	151	68	141	183	154	38	11	79	63	106	92	119	0
ASV_1128	62	46	36	0	85	137	59	47	113	64	29	63	229	244	26	2	23	0
ASV_248	124	98	115	91	72	77	164	96	116	110	333	36	116	74	311	66	51	85
ASV_29	857	1107	816	1126	605	285	792	535	388	481	909	395	476	496	1110	1412	2564	2212
ASV_19	626	251	55	335	427	216	362	347	257	307	340	54	186	128	493	470	784	678
ASV_59	343	139	28	211	217	103	143	154	88	116	234	35	53	102	357	282	486	352
ASV_280	108	38	49	173	99	70	134	100	52	68	86	40	45	76	179	214	185	116
ASV_206	316	114	123	39	273	266	344	283	277	345	369	281	456	445	320	55	72	32
ASV_356	137	57	44	59	69	86	93	93	67	63	102	55	87	91	77	115	106	154
ASV_15	624	249	231	373	363	522	383	452	683	523	537	143	256	394	390	295	637	559
ASV_171	139	39	73	80	178	159	173	214	198	170	139	80	128	148	350	185	111	142
ASV_156	407	66	36	105	261	270	328	293	331	340	353	156	351	255	284	188	361	84
ASV_348	455	66	16	161	306	312	280	286	410	381	535	129	230	314	216	226	382	155
ASV_372	127	41	37	53	93	97	109	61	97	84	89	42	58	62	157	35	70	149
ASV_27	313	278	106	137	101	120	188	124	121	80	281	67	110	181	168	93	324	476
ASV_341	117	67	33	43	51	85	68	70	107	57	189	62	84	95	71	67	165	132
ASV_366	38	33	42	55	68	82	77	77	103	123	97	32	45	61	90	41	90	54
ASV_388	87	100	141	94	49	44	56	32	63	41	134	29	45	79	127	91	59	97
ASV_204	140	133	18	207	93	40	49	67	53	82	108	52	86	35	130	304	554	599
ASV_350	190	4	5	141	172	80	163	99	89	151	331	87	199	233	201	106	47	36
ASV_186	67	41	69	34	121	118	183	116	176	199	28	114	159	109	106	44	57	36
ASV_308	72	22	22	14	75	142	63	109	140	139	128	74	68	56	103	70	66	67
ASV_252	214	13	43	140	92	89	119	74	183	115	182	81	124	108	146	197	192	52
ASV_1054	91	40	44	53	121	44	136	68	61	113	161	89	198	271	150	24	31	4
ASV_942	81	89	68	42	35	54	55	51	46	82	118	57	202	156	98	64	39	82
ASV_617	50	29	75	45	163	45	185	62	34	86	163	159	410	193	106	52	32	0
ASV_1180	18	0	0	1	99	348	1	172	401	378	228	3	0	25	273	0	0	1
ASV_650	60	33	81	111	28	29	43	49	41	78	68	16	99	113	190	44	103	72
ASV_164	212	50	109	109	219	62	236	139	125	144	105	68	253	239	379	89	158	113
ASV_790	32	178	5	63	26	34	33	44	12	13	54	0	33	31	102	258	319	224
ASV_262	174	29	69	69	212	154	233	167	144	218	148	87	151	181	105	158	102	198
ASV_670	107	79	113	86	124	47	112	59	81	86	95	33	67	82	100	18	116	10
ASV_140	95	54	26	72	48	49	48	56	29	52	110	13	70	74	190	61	168	62
ASV_214	0	862	1980	481	13	1	14	19	0	7	30	62	1	15	24	11	115	23
ASV_1025	120	25	16	69	131	94	143	84	58	132	11	57	109	98	70	64	54	7
ASV_314	30	138	311	146	101	82	59	71	83	125	226	20	79	97	61	0	29	65
ASV_471	134	76	50	99	83	40	188	84	64	87	183	62	108	137	151	20	30	29
ASV_151	76	62	91	154	48	77	74	119	130	69	69	33	133	89	135	18	116	103
ASV_179	138	169	221	151	181	369	350	268	426	345	213	140	347	366	269	81	135	4
ASV_26	217	135	1	86	91	36	35	47	29	45	43	7	14	43	177	47	210	275
ASV_134	293	365	343	676	189	117	181	144	98	157	153	25	34	99	518	655	1144	736
ASV_775	145	0	0	1	217	124	199	125	183	176	147	73	89	87	31	0	8	0
ASV_721	275	39	56	84	116	7	101	51	22	99	173	17	22	120	99	106	169	137
ASV_1068	57	46	49	59	28	77	84	36	42	52	164	36	178	78	104	59	48	23
ASV_731	3	12	0	69	83	164	28	77	135	72	84	88	197	139	129	77	19	0
ASV_235	86	79	65	57	180	108	197	96	101	148	87	168	540	295	117	0	39	5
ASV_1102	30	1	0	31	47	123	40	73	120	133	17	40	129	72	377	43	17	2
ASV_580	94	51	33	78	79	84	141	102	106	85	137	51	149	108	74	83	76	48
ASV_576	25	27	34	22	96	102	200	106	187	115	59	68	219	215	350	75	49	31
ASV_609	37	73	102	105	67	67	91	75	77	67	39	58	279	152	105	4	107	29
ASV_468	68	48	95	29	95	115	114	72	83	83	72	101	124	108	97	35	47	9
ASV_930	133	60	49	27	54	36	54	51	73	40	130	100	262	201	262	64	34	1
ASV_1295	7	6	0	10	120	194	36	239	80	179	388	4	49	39	3	0	8	37
ASV_1722	9	617	399	134	0	6	1	5	0	7	15	0	0	7	10	43	22	0
ASV_799	115	1	11	6	83	48	65	57	79	78	17	260	91	174	142	4	5	5
ASV_725	591	0	0	364	187	9	119	43	13	112	201	0	0	3	635	644	282	1
ASV_451	966	1	1	1	309	41	290	83	94	196	723	66	78	98	447	0	4	0
ASV_278	118	79	39	197	110	25	63	47	26	56	0	16	14	24	1124	589	553	73
ASV_1835	446	0	0	0	42	4	40	5	16	52	533	0	1	3	217	0	6	0
ASV_815	63	24	2	4	117	87	95	78	131	111	45	184	212	141	16	16	23	5
ASV_200	39	45	82	161	178	57	687	147	64	159	9	144	336	297	64	144	49	13
ASV_693	87	35	46	36	72	72	60	74	88	74	40	18	21	45	164	112	105	123
ASV_546	120	16	53	57	111	94	137	111	103	96	212	93	110	129	57	59	80	2
ASV_263	103	51	188	68	173	158	263	161	193	207	144	112	259	224	137	12	39	0
ASV_556	80	88	80	141	64	84	67	93	90	112	349	37	109	81	187	130	133	65
ASV_1111	138	0	11	58	229	63	271	135	152	84	319	19	34	46	149	106	52	3
ASV_92	302	113	170	238	406	346	420	358	359	282	925	435	689	571	586	141	139	14
ASV_170	336	76	26	116	103	121	117	124	106	75	265	72	192	90	518	221	185	117
ASV_316	228	50	69	59	214	259	245	258	320	288	266	185	401	278	274	110	63	45
ASV_843	0	18	1	185	70	101	43	46	118	72	0	49	68	75	95	265	141	0
ASV_1245	27	36	1	84	82	71	29	40	80	69	30	26	34	22	145	214	200	173
ASV_663	167	23	23	73	100	63	137	79	115	72	262	68	100	105	373	120	105	98
ASV_367	208	32	3	112	138	130	144	122	109	97	296	124	248	155	325	87	180	192
ASV_683	132	61	41	70	65	66	153	69	77	101	151	42	63	68	279	132	104	89
ASV_965	114	18	24	15	97	56	112	56	50	70	175	68	133	118	79	34	12	5
ASV_44	675	284	581	419	493	413	596	451	643	497	720	443	785	693	547	386	250	192
ASV_454	21	207	288	113	31	26	117	37	22	29	106	17	50	55	74	68	42	7
ASV_903	96	22	52	7	84	48	179	46	56	58	227	54	92	84	8	47	30	12
ASV_313	46	17	17	25	136	160	143	205	240	114	111	230	338	237	57	70	45	0
ASV_88	616	233	239	290	513	441	677	501	516	440	986	324	805	671	455	347	319	50
ASV_324	90	45	150	63	170	206	221	183	211	219	87	135	422	256	231	44	88	8
ASV_814	87	116	109	65	55	25	97	42	32	36	259	71	123	79	72	10	31	0
