ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,mean,Label
ASV_304,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned,10.8333333333333,ASV_304
ASV_309,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Unassigned,Unassigned,Unassigned,16.8333333333333,ASV_309
ASV_310,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,9.5,ASV_310
ASV_312,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas_basaltis,30.6666666666667,ASV_312
ASV_313,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Unassigned,Unassigned,11.3333333333333,ASV_313
ASV_317,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Unassigned,31,ASV_317
ASV_318,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Turneriella,Turneriella_parva,9.66666666666667,ASV_318
ASV_322,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned,45.3333333333333,ASV_322
ASV_328,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax_guangxiensis,33.6666666666667,ASV_328
ASV_330,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Unassigned,19.1666666666667,ASV_330
ASV_342,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Methyloceanibacter,Methyloceanibacter_caenitepidi,20.5,ASV_342
ASV_345,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Unassigned,Unassigned,14,ASV_345
ASV_349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Unassigned,20.6666666666667,ASV_349
ASV_353,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned,17.6666666666667,ASV_353
ASV_355,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned,Unassigned,Unassigned,13.1666666666667,ASV_355
ASV_367,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,17,ASV_367
ASV_369,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unassigned,18.1666666666667,ASV_369
ASV_371,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Unassigned,14,ASV_371
ASV_375,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Permianibacter,Permianibacter_aggregans,12.8333333333333,ASV_375
ASV_378,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Verrucosispora,Verrucosispora_andamanensis,16.6666666666667,ASV_378
ASV_385,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassigned,13.3333333333333,ASV_385
ASV_389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Unassigned,19,ASV_389
ASV_39,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,218.166666666667,ASV_39
ASV_391,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Unassigned,Unassigned,25.6666666666667,ASV_391
ASV_394,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unassigned,12.5,ASV_394
ASV_40,Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon,Unassigned,44,ASV_40
ASV_404,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned,10,ASV_404
ASV_408,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_urocaniciphilum,21,ASV_408
ASV_411,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas_daejeonensis,12.3333333333333,ASV_411
ASV_413,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Unassigned,Unassigned,11,ASV_413
ASV_414,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned,9.33333333333333,ASV_414
ASV_415,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Unassigned,25,ASV_415
ASV_416,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinophytocola,Unassigned,17.3333333333333,ASV_416
ASV_417,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned,13.6666666666667,ASV_417
ASV_419,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas_daejeonensis,14,ASV_419
ASV_420,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Unassigned,Unassigned,13,ASV_420
ASV_428,Bacteria,Proteobacteria,Deltaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,12.3333333333333,ASV_428
ASV_429,Bacteria,Proteobacteria,Deltaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,8.66666666666667,ASV_429
ASV_438,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_sulfonivorans,18.8333333333333,ASV_438
ASV_439,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Unassigned,Unassigned,12,ASV_439
ASV_44,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Kinneretia,Kinneretia_asaccharophila,202.166666666667,ASV_44
ASV_441,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Unassigned,17.6666666666667,ASV_441
ASV_444,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,14.5,ASV_444
ASV_445,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Unassigned,14,ASV_445
ASV_452,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium_aerolatum,13.1666666666667,ASV_452
ASV_454,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Unassigned,Unassigned,4.83333333333333,ASV_454
ASV_455,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,6.33333333333333,ASV_455
ASV_458,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,Bacillus_abyssalis,15.8333333333333,ASV_458
ASV_468,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Unassigned,6.5,ASV_468
ASV_470,Bacteria,Acidobacteria,Acidobacteria_Gp10,Unassigned,Unassigned,Gp10,Unassigned,7.5,ASV_470
ASV_471,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unassigned,Unassigned,Unassigned,8.33333333333333,ASV_471
ASV_477,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Unassigned,Unassigned,15.5,ASV_477
ASV_485,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter_panacisoli,6,ASV_485
ASV_486,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned,10.6666666666667,ASV_486
ASV_488,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,7.83333333333333,ASV_488
ASV_489,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,7.33333333333333,ASV_489
ASV_490,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Unassigned,Unassigned,13.1666666666667,ASV_490
ASV_491,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Rhizocola,Rhizocola_hellebori,6.5,ASV_491
ASV_493,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,13.5,ASV_493
ASV_494,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned,Unassigned,Unassigned,10.3333333333333,ASV_494
ASV_503,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,Dongia_mobilis,6,ASV_503
ASV_507,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter,Unassigned,13.1666666666667,ASV_507
ASV_508,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned,10.1666666666667,ASV_508
ASV_509,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Blastopirellula,Unassigned,5,ASV_509
ASV_51,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned,175.833333333333,ASV_51
