#OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
824839	1	0	1	1	2	1	2	0	1	0	0	0	0	1	1	0	1	0
3100155	1	1	0	6	2	1	10	2	5	2	8	5	10	6	7	3	1	6
605834	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
268437	2	0	27	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0
1081222	2	0	1	3	1	1	4	20	3	3	0	5	2	0	0	1	0	0
327290	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
818411	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
647579	1	0	2	1	1	2	1	2	2	3	3	1	1	0	2	2	2	2
696456	1	2	0	0	0	0	5	4	0	1	0	0	0	0	1	0	1	0
4344483	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
920852	1	2	2	10	0	3	4	4	10	3	3	4	9	0	1	4	1	5
249571	3	3	1	2	0	2	4	2	3	2	3	2	0	2	5	2	0	7
961783	1	0	0	0	1	2	2	1	2	19	1	1	0	0	0	0	0	0
250967	1	0	0	1	1	1	2	0	0	2	0	3	1	1	0	1	0	0
4337631	3	4	25	6	1	3	11	6	3	9	4	8	2	1	9	7	3	9
99073	1	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0
546403	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104710	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3060112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191145	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
547926	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1022861	3	20	11	20	7	12	22	19	16	14	15	22	13	13	12	12	18	8
244218	1	0	1	0	0	0	0	0	0	2	1	1	1	0	0	1	0	0
688831	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
545465	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0
161557	1	3	1	3	2	2	1	1	2	0	1	0	1	4	1	0	2	5
1090006	3	5	3	0	1	1	5	11	5	3	1	3	3	4	6	2	2	3
3875675	3	0	0	4	3	5	0	2	4	3	2	0	7	3	1	3	3	1
996116	2	4	2	2	0	1	4	6	1	0	2	1	1	0	2	2	0	2
1546867	1	0	1	0	0	0	3	1	3	1	0	0	0	0	1	2	1	0
583489	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0
541436	1	0	0	0	0	0	3	0	1	2	0	1	3	3	2	3	0	1
823907	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
4330207	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
1111998	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0
4439227	3	0	1	0	2	5	5	1	0	0	1	2	2	0	1	0	1	0
510937	1	1	3	5	3	0	2	3	7	1	1	2	2	4	1	0	2	7
627435	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0
109391	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1136762	1	0	0	1	6	1	0	2	0	0	1	6	2	0	0	3	0	0
1109251	1	0	0	0	1	1	2	3	1	6	1	4	0	0	1	0	0	1
676066	5	1	3	1	1	1	1	2	1	2	0	0	0	1	2	3	2	2
822886	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
558911	2	1	0	0	0	0	0	2	1	0	0	2	0	1	0	0	1	0
170339	1	0	0	0	2	0	0	2	0	1	1	1	1	2	2	2	1	0
1137819	1	0	0	0	0	0	0	1	1	1	2	1	1	0	1	0	0	2
4438759	1	0	0	0	0	1	0	2	1	2	0	1	0	0	0	0	0	0
265055	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
526994	1	5	3	7	18	8	3	10	12	8	1	12	7	2	10	4	3	7
157532	1	4	0	0	1	2	0	3	0	2	0	13	5	0	3	0	0	3
4361340	2	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0
276586	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
540826	1	0	1	0	0	5	0	1	0	1	1	4	1	0	0	3	5	1
444478	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
329336	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
545515	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
583802	1	1	1	0	0	1	6	1	0	0	0	1	1	2	2	1	1	1
593908	1	0	5	0	1	2	2	0	0	0	1	3	0	1	1	1	2	0
4402869	4	1	0	1	0	1	1	0	3	2	4	1	0	0	0	0	0	2
209579	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
4249232	2	0	5	0	0	1	1	0	2	2	1	1	1	0	1	0	2	1
965319	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
735466	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324217	1	2	0	1	0	2	0	1	0	1	0	1	0	0	0	0	1	1
583303	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
591683	2	1	5	7	1	1	0	1	1	1	2	3	1	1	0	3	2	7
1133067	2	2	0	1	0	2	1	0	0	3	3	2	1	0	1	2	0	1
3447868	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
594023	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
520222	3	0	0	2	0	2	2	1	2	1	1	2	0	0	0	3	2	2
4343392	1	2	0	1	1	0	0	2	0	0	0	0	1	0	1	2	1	0
593430	3	7	8	10	5	4	3	11	5	8	2	12	12	4	8	8	9	3
359433	1	0	0	0	1	0	5	0	1	0	0	2	0	0	3	2	1	1
538573	3	2	0	2	0	1	1	3	1	3	2	6	1	0	2	1	3	0
246763	2	2	0	4	3	4	0	1	0	0	1	0	2	0	0	1	1	2
671376	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
858785	2	0	1	3	0	0	1	3	0	2	2	8	3	0	0	1	2	1
150681	1	1	0	2	1	0	1	1	0	1	0	2	0	1	0	1	0	2
625847	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
134257	1	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0
1682858	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	3	1
333608	2	5	4	4	1	4	4	11	8	5	4	9	4	10	13	4	5	3
993509	1	0	1	0	0	0	0	0	0	1	1	2	0	1	1	0	0	1
2850546	1	0	2	0	0	0	0	3	3	1	2	4	3	1	0	1	0	1
4117623	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
570552	1	3	0	0	0	1	2	0	1	1	2	2	2	1	2	1	0	1
627321	1	4	1	4	4	2	6	3	4	6	3	16	1	5	1	1	2	5
1139660	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
1096572	2	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0
3513927	1	2	1	0	1	1	2	1	0	3	2	1	0	0	1	0	1	0
157564	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3454566	2	1	0	1	0	0	1	0	0	0	0	3	1	2	1	1	1	1
950668	1	3	1	1	0	4	4	3	3	2	3	4	1	2	3	0	2	2
4385991	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314857	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
1020921	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
833317	1	2	1	1	0	0	3	3	2	1	3	3	0	3	3	2	0	2
931708	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
561647	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
570594	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1701846	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	2	0	0
551380	1	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	0
4320381	1	1	7	4	0	2	4	1	3	2	4	4	0	1	2	1	3	1
4424338	2	0	0	2	0	0	0	1	0	0	0	3	1	0	0	1	1	0
4345361	1	0	4	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0
1021456	1	0	0	0	0	0	1	0	0	2	2	0	1	1	1	1	0	1
132074	3	6	12	0	1	1	6	2	3	2	2	0	1	1	4	10	2	6
151263	1	1	2	1	1	2	0	1	3	1	2	2	1	1	1	2	0	1
308836	1	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0
225132	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
257075	2	1	0	0	0	2	1	3	0	0	1	3	0	0	0	0	0	0
358489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1118819	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
576007	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
4353943	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0
245723	1	2	1	5	1	4	4	1	1	1	1	1	0	1	1	1	1	1
1097661	2	1	2	1	0	1	3	1	1	0	1	1	0	1	2	1	2	3
1104661	2	0	0	0	0	2	0	0	3	0	2	1	0	0	1	1	3	1
4414886	1	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0
4458848	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
222755	1	1	0	0	1	1	2	0	1	2	1	2	0	1	1	0	1	1
1108940	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54854	1	0	0	1	0	2	1	0	1	0	0	1	0	0	0	0	1	0
2326485	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
570140	1	0	0	2	0	1	12	4	0	0	5	1	1	0	2	1	1	0
3050215	1	0	0	2	0	1	2	3	4	3	1	1	2	2	1	1	0	3
4366499	1	0	1	0	0	0	1	0	0	0	1	3	0	0	2	2	1	0
4101333	1	6	1	0	0	3	7	1	0	4	1	1	1	0	1	2	1	1
4276833	2	0	0	2	0	0	2	1	4	5	7	1	4	6	3	3	0	0
1109385	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0
2071188	2	1	1	3	1	0	0	0	3	1	3	1	1	1	0	3	0	2
3225782	1	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0
4451302	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
859868	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1932546	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0
748147	1	0	2	0	0	0	0	0	0	1	0	0	2	1	0	1	1	0
258212	1	1	0	0	0	1	2	1	0	0	0	1	1	2	1	2	0	2
360692	1	0	1	2	3	3	2	0	3	0	4	0	2	0	0	1	3	1
128177	1	1	1	0	0	0	2	3	1	0	1	1	0	1	2	3	0	1
610455	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1113158	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1
848154	1	1	0	0	0	1	0	1	2	1	2	0	1	2	0	1	1	0
565130	1	2	1	2	0	2	0	2	2	0	2	0	0	0	0	0	0	0
1072801	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
576498	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
808319	1	0	0	1	0	0	0	1	1	1	0	0	0	0	4	1	0	0
586230	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
93518	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208352	1	1	1	1	2	0	0	0	1	0	1	2	0	1	1	0	0	0
978498	1	1	0	0	0	0	2	2	3	6	2	1	0	1	2	0	1	2
814239	2	0	0	1	1	0	5	1	0	3	1	1	0	2	3	1	0	4
561978	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2
154604	1	4	2	0	4	3	3	0	4	1	3	6	1	5	2	0	2	4
3809681	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4440610	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55946	1	0	0	0	0	1	1	0	0	0	0	3	2	0	0	1	0	1
245871	1	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	3	0
1140843	1	0	0	1	2	0	0	0	1	0	0	0	1	0	1	0	0	0
248395	1	1	6	2	0	3	1	0	3	1	2	1	1	0	2	4	0	3
513929	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1135207	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
225970	1	0	1	1	0	1	0	0	1	1	0	1	0	0	3	0	0	1
3266068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4344241	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580992	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4408249	1	1	0	0	1	0	0	0	1	3	2	1	0	1	1	1	0	2
808847	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0
1015017	3	0	3	0	1	2	2	1	2	2	2	2	2	0	3	1	3	0
577152	2	15	0	0	21	25	2	22	3	4	3	2	2	15	14	6	1	3
768510	1	0	0	2	0	0	6	0	7	14	0	0	0	0	0	0	1	1
307611	2	5	3	0	2	1	0	2	3	0	5	0	0	0	1	1	8	1
224138	1	0	0	0	0	0	1	0	2	1	1	2	0	0	0	0	0	1
695452	1	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0
987899	1	0	0	0	0	0	3	2	0	1	1	0	1	1	0	0	0	1
304479	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
581248	1	1	3	2	17	7	2	0	1	5	5	4	1	2	0	5	3	4
236676	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1141034	1	1	0	0	0	2	0	3	2	0	3	1	1	0	0	1	1	1
1145398	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4274068	1	1	1	0	0	0	3	1	2	0	0	0	0	0	0	0	1	0
580571	1	0	0	12	2	22	6	4	3	5	5	8	2	0	2	9	4	7
625825	1	2	1	0	0	0	0	0	0	0	1	1	0	0	3	1	1	0
695260	1	4	6	1	2	0	3	1	0	4	1	0	5	2	1	1	6	1
320675	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4352798	1	3	3	0	0	0	3	3	7	2	1	1	1	1	1	2	0	1
3662847	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1131221	2	4	24	22	21	14	11	25	8	9	27	12	16	15	7	18	58	75
248363	1	0	0	0	0	1	1	1	1	1	0	1	2	0	1	0	0	2
71341	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4354769	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
792399	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
574655	1	0	0	0	0	0	0	0	0	1	1	2	1	0	2	0	3	0
113261	2	1	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0
171876	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159617	1	1	0	0	0	0	0	2	0	2	0	1	2	0	1	1	3	1
511817	1	1	1	0	1	0	12	0	5	1	0	5	3	2	2	1	0	2
812500	2	2	3	3	1	3	11	6	3	8	6	5	4	3	6	1	3	4
1042762	1	1	0	1	0	0	2	0	0	3	0	2	0	2	0	0	0	0
4396153	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4364413	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1
984280	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	2	1
515379	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0
821608	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360253	1	1	4	0	0	0	0	0	1	1	2	0	1	1	5	0	0	1
511182	1	1	1	0	0	0	2	2	0	2	1	3	2	2	4	1	0	0
582431	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
963353	1	0	0	14	0	0	0	4	0	0	1	0	1	1	1	0	1	1
573545	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
583710	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
331647	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
161154	1	0	0	0	0	0	1	0	0	1	2	0	0	1	0	1	0	0
812971	1	7	3	3	2	1	3	8	6	5	10	0	4	1	2	5	4	2
3488180	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
1066410	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
544851	1	0	0	1	0	1	0	1	0	2	0	2	0	0	0	1	0	0
315597	1	2	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
2296710	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
585881	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4388545	1	2	2	3	0	1	0	0	0	0	1	0	0	1	1	2	0	0
559470	1	1	0	0	0	1	3	2	0	0	2	1	0	1	1	0	0	0
4455981	2	6	11	14	30	6	3	7	6	12	14	3	12	38	5	7	14	5
688979	3	0	0	0	0	0	2	1	1	0	1	0	8	4	1	2	1	0
168726	1	2	1	3	2	1	8	5	1	1	2	7	0	2	6	3	2	1
151442	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1025830	1	1	1	1	0	0	2	0	1	1	2	3	0	1	0	3	1	2
2441354	1	0	0	0	2	1	1	0	1	2	4	0	2	1	4	4	1	4
154120	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
2164590	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
763169	1	0	3	0	1	2	4	3	1	2	2	2	1	0	5	1	2	1
249773	1	1	1	0	1	1	0	2	1	0	0	2	2	1	3	0	2	1
85407	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0
11449	2	0	0	0	2	0	1	2	0	0	0	1	0	0	0	0	0	0
805685	1	1	3	0	0	1	2	1	0	2	2	1	0	1	0	0	0	2
315609	1	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0
737110	1	2	0	0	3	2	1	1	0	1	0	0	0	1	0	0	1	0
831419	1	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0
123528	1	1	0	1	0	2	0	2	2	0	1	1	1	2	0	1	3	1
4469134	1	1	0	1	0	1	2	1	6	0	0	2	0	3	1	2	0	0
26897	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0
171844	1	1	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0
128220	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355920	1	2	0	3	1	1	1	0	3	0	2	1	0	0	0	0	0	1
1126769	1	3	4	0	2	1	1	1	0	0	1	0	0	0	1	0	0	2
896601	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250148	1	1	0	0	0	1	0	0	2	2	1	0	1	2	1	0	0	1
725677	1	0	0	0	0	1	1	2	1	0	1	0	1	0	0	0	0	0
321721	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
166739	1	0	1	2	1	3	1	0	0	0	0	0	1	0	0	2	2	2
4443001	1	1	0	0	0	0	7	0	0	1	2	0	3	0	0	1	1	0
4057605	1	1	1	1	1	1	5	3	2	0	3	2	1	2	4	0	2	0
251344	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0
570692	1	1	0	0	0	0	0	2	1	0	0	0	1	1	0	1	1	2
4419107	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
244639	1	2	0	2	0	3	0	1	2	1	0	1	1	0	1	1	1	3
1121746	1	1	11	3	5	1	0	4	0	0	1	0	1	1	3	2	2	2
4187380	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	2
512030	1	3	3	0	2	1	1	3	2	2	1	4	3	4	5	1	2	2
1011685	1	1	1	0	4	1	2	2	1	3	2	0	2	1	3	2	2	0
589483	2	1	1	0	1	1	0	0	0	1	0	1	1	4	2	4	0	1
757795	1	1	0	1	0	2	0	2	1	1	3	1	1	0	1	2	2	0
4461509	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
134102	1	1	0	1	0	0	2	2	1	1	0	0	0	1	1	0	0	1
138177	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290401	1	1	0	0	0	0	0	1	0	1	0	1	2	0	1	1	1	0
525171	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
553557	1	0	0	0	0	1	1	1	2	1	0	1	1	0	2	0	1	0
4412819	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
369436	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
593232	1	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	1
537516	1	2	1	1	3	0	3	1	1	3	0	4	1	0	0	0	2	2
417361	1	2	0	2	0	1	4	3	2	0	1	1	0	3	1	1	1	1
253680	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1524233	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591337	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
243349	1	0	0	0	1	0	14	0	5	6	1	1	6	3	7	3	1	3
237284	2	1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0
726866	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
137977	2	3	3	1	0	3	2	7	4	0	2	3	2	1	2	2	0	1
725402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111050	1	4	0	1	1	0	6	6	10	1	3	7	4	4	7	3	2	2
2773831	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172675	1	0	0	0	0	3	4	2	0	3	5	5	1	0	1	1	2	0
820897	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
838910	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1008533	1	0	0	1	0	0	5	2	1	0	2	2	0	0	2	5	1	4
255859	1	0	1	0	0	2	1	1	0	3	2	4	5	2	3	0	4	1
582097	1	1	1	0	1	5	2	1	1	1	1	6	3	1	1	1	2	2
410072	1	0	4	0	0	1	3	1	0	1	0	1	1	2	0	0	1	0
1088543	1	0	1	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0
770430	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
4314415	1	14	0	2	3	4	2	7	2	5	6	5	4	10	2	3	5	3
579128	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4319589	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0
584580	1	0	0	0	0	1	1	0	2	0	5	2	1	0	0	0	2	2
808102	1	1	0	1	1	0	0	0	2	0	0	2	0	0	1	0	0	1
1131355	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
806333	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0
196123	1	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0
4304512	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0
4446652	1	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	2
33043	1	2	1	1	0	2	0	1	2	3	1	1	2	1	0	2	1	1
4466061	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2800498	0	3	1	0	0	0	0	8	4	4	0	3	1	0	0	1	1	0
252974	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
4475886	0	3	2	1	1	3	2	2	2	0	0	0	1	0	1	1	1	0
573757	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
114396	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0
588630	0	5	0	0	2	0	1	2	0	1	1	1	1	0	3	0	3	0
1059557	0	2	1	0	0	0	0	0	0	0	2	2	0	0	1	0	0	1
4401692	0	2	0	0	0	1	0	3	1	3	0	11	0	0	1	0	0	0
582630	0	34	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	7
4390905	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
728568	0	1	0	2	1	0	2	1	1	3	1	2	0	0	1	0	0	0
974281	0	3	1	0	0	0	1	1	0	1	3	0	2	0	0	1	0	0
978958	0	2	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0
104963	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
922149	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186079	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1
718295	0	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
582973	0	2	3	1	8	2	1	1	0	0	3	0	1	2	3	1	6	4
1062748	0	3	0	0	0	1	2	2	1	0	0	0	0	1	2	1	1	2
776909	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
977026	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
254041	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1961850	0	10	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1
338840	0	1	0	0	1	0	1	0	0	0	0	2	0	1	1	0	0	0
1121060	0	1	0	1	0	1	1	1	1	1	3	0	1	0	0	0	1	1
3004649	0	2	1	0	0	3	0	1	0	1	0	0	1	0	2	1	1	2
1115110	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
4325081	0	6	2	3	5	3	3	6	1	1	2	5	5	2	6	1	6	4
88360	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
305498	0	1	0	2	0	0	0	0	4	1	1	1	0	0	2	0	1	0
308164	0	2	6	0	0	0	4	3	1	0	0	4	0	1	1	0	0	0
950872	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
818851	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
697027	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
354851	0	4	3	5	1	0	2	0	3	5	1	1	3	0	2	1	0	0
582075	0	1	0	2	3	2	0	0	0	1	1	1	1	0	3	0	0	0
295504	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
99122	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
327421	0	8	0	1	0	1	27	49	16	1	50	27	1	6	0	39	10	22
942751	0	13	4	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0
566839	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
570228	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
994959	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	1	1	1
4466827	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4457889	0	17	0	0	1	2	8	5	1	3	3	5	2	2	1	1	2	2
248747	0	1	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0
140401	0	2	1	1	2	2	0	0	0	1	0	3	0	1	0	0	0	1
221379	0	1	0	1	0	1	0	2	2	3	0	1	1	1	1	0	0	0
41992	0	2	0	2	1	2	1	0	1	1	2	0	0	2	6	0	14	3
4424334	0	10	3	0	34	1	1	0	2	1	1	8	3	1	0	0	0	2
146193	0	3	0	1	2	1	4	4	1	3	3	0	1	3	1	1	1	1
