,Sample,Abundance,aa,Group
179,sample8,1.53712149151607,Bacteroidetes,Group2
180,sample8,1.53667173393541,Unassigned,Group2
181,sample9,1.48995377362808,Unassigned,Group2
182,sample12,1.3986162400781,Unassigned,Group2
183,sample10,1.25137337157371,Bacteroidetes,Group2
184,sample12,1.07455259626404,Bacteroidetes,Group2
185,sample11,0.874355822929469,Bacteroidetes,Group2
186,sample7,0.852006198493178,Bacteroidetes,Group2
187,sample7,0.835096005946273,Actinobacteria,Group2
188,sample8,0.727557846320833,Actinobacteria,Group2
189,sample9,0.680122660075976,Actinobacteria,Group2
190,sample12,0.617598370049663,Actinobacteria,Group2
191,sample10,0.537322073215229,Actinobacteria,Group2
192,sample9,0.534212092086594,Verrucomicrobia,Group2
193,sample12,0.516379498933937,Firmicutes,Group2
194,sample11,0.502712243445797,Planctomycetes,Group2
195,sample8,0.492859348810991,Verrucomicrobia,Group2
196,sample11,0.444262704111336,Gemmatimonadetes,Group2
197,sample12,0.440057204987805,Verrucomicrobia,Group2
198,sample10,0.438969303743928,Verrucomicrobia,Group2
199,sample11,0.429785084355238,Verrucomicrobia,Group2
200,sample11,0.419850972926851,Actinobacteria,Group2
201,sample10,0.416852670608931,Gemmatimonadetes,Group2
202,sample8,0.416400560098107,Firmicutes,Group2
203,sample10,0.407679873456167,Planctomycetes,Group2
204,sample7,0.379762798722851,Firmicutes,Group2
205,sample7,0.375845748471873,Gemmatimonadetes,Group2
206,sample12,0.3727140044471,Planctomycetes,Group2
207,sample7,0.363521370852943,Verrucomicrobia,Group2
208,sample9,0.362579523090302,Firmicutes,Group2
209,sample8,0.353284579611589,Planctomycetes,Group2
210,sample11,0.336604659329286,Firmicutes,Group2
211,sample10,0.310550143605235,Firmicutes,Group2
212,sample12,0.307329878831216,Gemmatimonadetes,Group2
213,sample9,0.29767952766717,Gemmatimonadetes,Group2
214,sample8,0.291218033479954,Thaumarchaeota,Group2
215,sample8,0.27810010404392,Gemmatimonadetes,Group2
216,sample9,0.265183761270539,Thaumarchaeota,Group2
217,sample9,0.248157810426106,Planctomycetes,Group2
218,sample10,0.239919605528954,Thaumarchaeota,Group2
219,sample7,0.235309628491668,Planctomycetes,Group2
220,sample9,0.226371916334844,others,Group2
221,sample12,0.187499795929695,Thaumarchaeota,Group2
222,sample11,0.184897686353149,others,Group2
223,sample7,0.181521840898973,Thaumarchaeota,Group2
224,sample8,0.170832921055551,others,Group2
225,sample9,0.155888141333699,others,Group2
226,sample8,0.155691082506529,others,Group2
227,sample7,0.146937153317168,others,Group2
228,sample12,0.141543163318281,others,Group2
229,sample8,0.135302072183093,others,Group2
230,sample10,0.13035563953761,others,Group2
231,sample10,0.129438359822333,others,Group2
232,sample9,0.124490823378644,others,Group2
233,sample7,0.115218600065348,others,Group2
234,sample10,0.110990845548442,others,Group2
235,sample11,0.110122320485216,others,Group2
236,sample12,0.102769805431209,others,Group2
237,sample11,0.101651372755584,others,Group2
238,sample9,0.0944665659755595,others,Group2
239,sample7,0.0910475338824847,others,Group2
240,sample12,0.0897093059324054,others,Group2
241,sample11,0.0896380287026513,others,Group2
242,sample10,0.0884665325399883,others,Group2
243,sample11,0.0840934083705285,others,Group2
244,sample8,0.0798319705678639,others,Group2
245,sample8,0.0791573341968679,others,Group2
246,sample12,0.0750162439962516,others,Group2
247,sample10,0.0738919770639303,others,Group2
248,sample8,0.0718112937126889,others,Group2
249,sample12,0.066771803687632,others,Group2
250,sample7,0.0620040393386491,others,Group2
251,sample12,0.0577927102822047,others,Group2
252,sample9,0.0543731978580255,others,Group2
253,sample11,0.0542140654696447,others,Group2
254,sample10,0.0534060634227579,others,Group2
255,sample11,0.0524428673079944,Thaumarchaeota,Group2
256,sample12,0.0508543199234655,others,Group2
257,sample8,0.0499980510504838,others,Group2
258,sample11,0.0492085054475895,others,Group2
259,sample8,0.046924707582613,others,Group2
260,sample7,0.0458581492797404,others,Group2
261,sample12,0.0453852357583416,others,Group2
262,sample7,0.0427054015167583,others,Group2
263,sample7,0.0416544855957642,others,Group2
264,sample9,0.0409172044487162,others,Group2
265,sample7,0.039743729375775,others,Group2
266,sample11,0.0351159287701108,others,Group2
267,sample10,0.0334297496234057,others,Group2
268,sample10,0.031799030129581,others,Group2
269,sample9,0.0250812394159916,others,Group2
270,sample9,0.0236166414938899,others,Group2
271,sample9,0.0204128335392924,others,Group2
272,sample11,0.0152477059133376,others,Group2
273,sample7,0.015190511948914,others,Group2
274,sample12,0.0142849213268161,others,Group2
275,sample8,0.0139424850005847,others,Group2
276,sample10,0.012230396203685,others,Group2
277,sample7,0.0118466885639329,others,Group2
278,sample12,0.0118360776707905,others,Group2
279,sample8,0.0107192223391592,others,Group2
280,sample8,0.0105693031456045,others,Group2
281,sample12,0.0104483995990427,others,Group2
282,sample11,0.00985710281266268,others,Group2
283,sample7,0.00974485672194484,others,Group2
284,sample10,0.00927471712112781,others,Group2
285,sample11,0.00916402527114733,others,Group2
286,sample9,0.00713991487024578,others,Group2
287,sample10,0.00713439778548293,others,Group2
288,sample11,0.0062376978736381,others,Group2
289,sample12,0.00538745604325637,others,Group2
290,sample10,0.00479023851310996,others,Group2
291,sample9,0.00475994324683052,others,Group2
292,sample9,0.00466840587669916,others,Group2
293,sample12,0.003918149849641,others,Group2
294,sample10,0.00356719889274146,others,Group2
295,sample7,0.00334382338498107,others,Group2
296,sample9,0.00274612110394068,others,Group2
297,sample8,0.00254862629042946,others,Group2
298,sample7,0.00219736965298756,others,Group2
299,sample8,0.00172407072587875,others,Group2
300,sample8,0.00164911112910141,others,Group2
301,sample12,0.00114279370614529,others,Group2
302,sample10,0.00112111965200446,others,Group2
303,sample9,0.00109844844157627,others,Group2
304,sample11,0.00100111200441105,others,Group2
305,sample7,0.000955378109994593,others,Group2
306,sample7,0.000859840298995133,others,Group2
307,sample11,0.000693077541515345,others,Group2
308,sample8,0.000674636370996033,others,Group2
309,sample11,0.000616068925791418,others,Group2
310,sample12,0.000244884365602562,others,Group2
311,sample10,0.000203839936728084,others,Group2
312,sample10,0.000203839936728084,others,Group2
313,sample10,0.000203839936728084,others,Group2
314,sample9,0,others,Group2
315,sample12,0,others,Group2
316,sample8,0,others,Group2
317,sample7,0,others,Group2
318,sample9,0,others,Group2
319,sample11,0,others,Group2
320,sample12,0,others,Group2
321,sample9,0,others,Group2
322,sample8,0,others,Group2
323,sample7,0,others,Group2
324,sample11,0,others,Group2
325,sample18,6.22665943862185,Proteobacteria,Group3
326,sample16,6.22370095955815,Proteobacteria,Group3
327,sample13,6.19792675456623,Proteobacteria,Group3
328,sample14,5.82191709051891,Proteobacteria,Group3
329,sample15,5.74399348396193,Proteobacteria,Group3
330,sample17,5.73865350471565,Proteobacteria,Group3
331,sample16,2.57852179833632,Acidobacteria,Group3
332,sample15,2.57701270335225,Acidobacteria,Group3
333,sample17,2.53100493408309,Acidobacteria,Group3
334,sample14,2.41181882385979,Acidobacteria,Group3
335,sample18,2.12712165306653,Acidobacteria,Group3
336,sample13,2.02813037857279,Acidobacteria,Group3
337,sample15,2.01407303514424,Unassigned,Group3
338,sample13,1.84578052194891,Unassigned,Group3
339,sample18,1.73322491266113,Unassigned,Group3
340,sample14,1.71385100938657,Unassigned,Group3
341,sample17,1.6433480548041,Unassigned,Group3
342,sample16,1.50330072780942,Unassigned,Group3
343,sample17,1.19164783208621,Bacteroidetes,Group3
344,sample16,1.16857605629633,Bacteroidetes,Group3
345,sample18,1.12074322053779,Bacteroidetes,Group3
346,sample13,1.04189795021754,Bacteroidetes,Group3
347,sample14,0.950183477202093,Bacteroidetes,Group3
348,sample15,0.860982665293331,Bacteroidetes,Group3
349,sample14,0.603766783815446,Verrucomicrobia,Group3
350,sample15,0.586041652969838,Verrucomicrobia,Group3
351,sample15,0.585128531042493,Actinobacteria,Group3
352,sample18,0.580145702166511,Verrucomicrobia,Group3
353,sample13,0.569488995233394,Verrucomicrobia,Group3
354,sample16,0.520483119980716,Verrucomicrobia,Group3
355,sample13,0.519571115656735,Actinobacteria,Group3
356,sample17,0.512613811146445,Verrucomicrobia,Group3
357,sample15,0.455921778323216,Planctomycetes,Group3
358,sample16,0.447533017850573,Actinobacteria,Group3
359,sample17,0.441891404012878,Gemmatimonadetes,Group3
360,sample14,0.427414909958904,Gemmatimonadetes,Group3
361,sample17,0.421944058411103,Actinobacteria,Group3
362,sample18,0.41997159505196,Gemmatimonadetes,Group3
363,sample14,0.396503559520591,Thaumarchaeota,Group3
364,sample14,0.381414629137144,Actinobacteria,Group3
365,sample18,0.374320785701152,Actinobacteria,Group3
366,sample13,0.361235380911214,Planctomycetes,Group3
367,sample14,0.360143428666034,Planctomycetes,Group3
368,sample16,0.333667423656132,Planctomycetes,Group3
369,sample18,0.330255073897248,Planctomycetes,Group3
370,sample13,0.304782510790608,Gemmatimonadetes,Group3
371,sample15,0.29712987515797,Gemmatimonadetes,Group3
372,sample17,0.291791749711917,Planctomycetes,Group3
373,sample13,0.249983072012446,Firmicutes,Group3
374,sample15,0.236315954796812,Firmicutes,Group3
375,sample16,0.219801829461692,Thaumarchaeota,Group3
376,sample18,0.216999854171026,Thaumarchaeota,Group3
377,sample17,0.215381876270407,Thaumarchaeota,Group3
378,sample17,0.215217022174524,others,Group3
379,sample14,0.212397651994778,others,Group3
380,sample15,0.207096053121781,others,Group3
381,sample16,0.19379353218051,others,Group3
382,sample15,0.192942663247938,Thaumarchaeota,Group3
383,sample13,0.189908399903629,Thaumarchaeota,Group3
384,sample18,0.175945827706237,Firmicutes,Group3
385,sample13,0.174712578518305,others,Group3
386,sample17,0.171036124478031,Firmicutes,Group3
387,sample16,0.170216904970334,Firmicutes,Group3
388,sample16,0.166199363113891,Gemmatimonadetes,Group3
389,sample15,0.16153126894728,others,Group3
390,sample18,0.160491126623932,others,Group3
391,sample14,0.138524763659149,Firmicutes,Group3
392,sample18,0.116346159942683,others,Group3
393,sample13,0.115818928796948,others,Group3
394,sample16,0.10953087798091,others,Group3
395,sample14,0.107508628982063,others,Group3
396,sample17,0.105836329556526,others,Group3
397,sample15,0.0965169877203363,others,Group3
398,sample13,0.0964501616425974,others,Group3
399,sample14,0.0942010306577726,others,Group3
400,sample16,0.0922977379124852,others,Group3
401,sample18,0.089240991890641,others,Group3
402,sample16,0.087222948199084,others,Group3
403,sample13,0.084561202942163,others,Group3
404,sample15,0.0843724660866516,others,Group3
405,sample17,0.0818500586056311,others,Group3
406,sample16,0.08119663541442,others,Group3
407,sample17,0.0778935603044525,others,Group3
408,sample17,0.0773989980168052,others,Group3
409,sample14,0.0755494361560112,others,Group3
410,sample18,0.0742618200724073,others,Group3
411,sample18,0.0715671542426721,others,Group3
412,sample14,0.068843244874479,others,Group3
413,sample13,0.0671608064335801,others,Group3
414,sample16,0.0635405962032115,others,Group3
415,sample15,0.0626401642158474,others,Group3
416,sample15,0.0625488520231129,others,Group3
417,sample13,0.060547081063802,others,Group3
418,sample18,0.0586486092354123,others,Group3
419,sample15,0.0553351887970897,others,Group3
420,sample15,0.049399896269349,others,Group3
421,sample13,0.049051796492521,others,Group3
422,sample17,0.0468185632306128,others,Group3
423,sample15,0.0438298525125463,others,Group3
424,sample13,0.0388950039603617,others,Group3
425,sample14,0.0385605998688101,others,Group3
426,sample18,0.0306716375325738,others,Group3
427,sample18,0.0259955997692098,others,Group3
428,sample16,0.0257968477097897,others,Group3
429,sample16,0.0241052511386559,others,Group3
430,sample14,0.0207472792772402,others,Group3
431,sample14,0.0180228890691178,others,Group3
432,sample18,0.0156924657143401,others,Group3
433,sample13,0.0148808820820007,others,Group3
434,sample17,0.0148368686294195,others,Group3
435,sample16,0.0145900204260286,others,Group3
436,sample14,0.0143554407120299,others,Group3
437,sample15,0.0108661509354021,others,Group3
438,sample17,0.0106330891844173,others,Group3
439,sample17,0.00956153756118148,others,Group3
440,sample16,0.00940950592693149,others,Group3
441,sample18,0.00919356577203761,others,Group3
442,sample14,0.00817317062436736,others,Group3
443,sample17,0.00766571545853342,others,Group3
444,sample13,0.00692866467310088,others,Group3
445,sample16,0.00560341364188055,others,Group3
446,sample17,0.00527533106823806,others,Group3
447,sample13,0.00496029402733358,others,Group3
448,sample13,0.00488155920150289,others,Group3
449,sample18,0.00475529264070911,others,Group3
450,sample15,0.00474823402219251,others,Group3
451,sample15,0.00465692182945804,others,Group3
452,sample13,0.00425168059485736,others,Group3
453,sample14,0.00398180107340974,others,Group3
454,sample15,0.00356117551664439,others,Group3
455,sample14,0.00293395868567034,others,Group3
456,sample15,0.00292199016750309,others,Group3
457,sample16,0.00264311964239648,others,Group3
458,sample14,0.00251482173057457,others,Group3
459,sample17,0.00239038439029537,others,Group3
460,sample18,0.00206062681097395,others,Group3
461,sample16,0.00179732135682961,others,Group3
462,sample13,0.00173216616827522,others,Group3
463,sample15,0.00146099508375154,others,Group3
464,sample17,0.00131883276705951,others,Group3
465,sample14,0.00115262662651335,others,Group3
466,sample18,0.00087180365079667,others,Group3
467,sample16,0.000845798285566875,others,Group3
468,sample17,0.000741843431470977,others,Group3
469,sample17,0.000741843431470977,others,Group3
470,sample14,0.000733489671417584,others,Group3
471,sample18,0.000554784141416063,others,Group3
472,sample18,0.000554784141416063,others,Group3
473,sample15,0.000547873156406829,others,Group3
474,sample16,0.000528623928479297,others,Group3
475,sample16,0.000211449571391719,others,Group3
476,sample14,0.000104784238773941,others,Group3
477,sample18,0,others,Group3
478,sample13,0,others,Group3
479,sample14,0,others,Group3
480,sample17,0,others,Group3
481,sample13,0,others,Group3
482,sample18,0,others,Group3
483,sample13,0,others,Group3
484,sample17,0,others,Group3
485,sample15,0,others,Group3
486,sample16,0,others,Group3
