,KO-OElogFC,KO-OElevel,KO-OEp,KO-WTlogFC,KO-WTlevel,KO-WTp,OE-WTlogFC,OE-WTlevel,OE-WTp,KO,OE,WT,phylum,class,order,family,genus,species
ASV_1351,0.927302955666255,nosig,0.270362949605974,0.0899801764771464,nosig,0.909687847116033,-0.837322779189109,nosig,0.319478971467843,9.74126681315604e-05,6.04765145224985e-05,9.84366027794925e-05,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_1113,-2.6257827120244,depleted,0.00263351345959607,0.0308896882459461,nosig,0.974275710390497,2.65667240027035,nosig,0.00221450630898693,5.12060823631171e-05,0.000343118352309114,4.88071608486221e-05,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_340,-0.788806032481737,nosig,0.101926800236548,-0.432927287573685,nosig,0.373824970672427,0.355878744908052,nosig,0.451065939576548,0.000318033132518729,0.000603272719974429,0.000430243389400081,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces_bangladeshensis
ASV_1268,-3.14847389367334,nosig,0.00704670290705705,-2.22000162117585,nosig,0.0620289943354809,0.928472272497485,nosig,0.337421391093979,1.92551594567146e-05,0.000188487929828604,8.49035464049052e-05,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces_bullii
ASV_1296,-1.7036445140557,NA,0.0843322309614996,-1.50952479447163,nosig,0.128247957881841,0.194119719584066,nosig,0.824889066888312,3.36594165660697e-05,0.000115187345342266,8.89984222758241e-05,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_16,-0.0145684110699976,nosig,0.971461130572327,-0.517897173430192,nosig,0.20293126649658,-0.503328762360194,nosig,0.215830149942457,0.00729009419076857,0.0083985176501236,0.0108881036081264,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces_ederensis
ASV_443,-3.16923073778472,nosig,0.0092265322870635,-4.15672030227668,depleted,0.000594108210051466,-0.987489564491964,nosig,0.364604216427075,3.21172245808835e-05,0.000312706815763331,0.000529867535291974,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_479,-0.273173972787866,nosig,0.582746477578319,-0.476608898346852,nosig,0.332884624044301,-0.203434925558986,nosig,0.673754115740541,0.000221171661879666,0.000310884439328022,0.000336187145900144,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_159,-0.730913899431241,nosig,0.0997827101914111,-1.05393124226386,nosig,0.0170601314440842,-0.323017342832622,nosig,0.456794759522128,0.000635871025086377,0.00112231060118448,0.00131387423606648,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces_canus
ASV_484,-1.51632290564805,NA,NA,-3.71451062041955,NA,NA,-2.1981877147715,NA,NA,4.80997523942756e-05,0.000136923049984896,0.000609006792760179,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_666,-1.84032710632372,nosig,0.00559943274965407,-2.00586943830219,nosig,0.00238677317874116,-0.165542331978468,nosig,0.771640372242713,6.71290649142368e-05,0.000256074906918707,0.000264311775234276,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_414,-1.04795815820455,nosig,0.224165827067838,-0.174967532709202,nosig,0.840696555784027,0.87299062549535,nosig,0.309051617011556,0.000259448071198086,0.000555899386290673,0.000296277560027759,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_1757,-0.633678910692378,NA,0.580072640572814,0.980213180093485,NA,0.436292665549754,1.61389209078586,nosig,0.187599325914324,4.68279146089286e-05,7.49515308203796e-05,2.25144856779347e-05,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_314,-0.741519755398643,nosig,0.109288201297467,-0.33643922769051,nosig,0.472180504599372,0.405080527708134,nosig,0.373753060853475,0.000353681782157705,0.000669264951658489,0.000466324848634293,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_397,-0.981764269049683,nosig,0.0132612943538927,-0.20125769588347,nosig,0.626470552075282,0.780506573166213,nosig,0.0434248905181891,0.000224326730130502,0.000503826349169665,0.000273334631682677,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_1574,-1.3051350422718,nosig,0.0417069450733819,-0.840102288540106,nosig,0.19831217214909,0.46503275373169,nosig,0.435414721277397,8.17022347744006e-05,0.000239588212987241,0.000151663099045369,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces_chrysomallus_subsp._chrysomallus
ASV_808,0.710609127082211,nosig,0.45617844768353,0.728945368119988,nosig,0.444473855970989,0.0183362410377764,nosig,0.98488661550041,0.000190155419944064,0.000129867988073243,0.000125774190406993,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_1700,-0.267860719093865,NA,0.705262939084454,-0.39439457497913,nosig,0.57236155378484,-0.126533855885264,nosig,0.851128493509316,6.03946704031796e-05,8.03770686339865e-05,8.08233738761064e-05,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_1292,-3.92888647616034,nosig,0.00824815027406387,-2.9349377532567,nosig,0.051402935250839,0.993948722903642,nosig,0.437230274979352,8.74752882310747e-06,0.000161792594107972,7.59817457909921e-05,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_1953,-2.56507186413842,NA,0.122496838884262,-1.55970463516513,NA,0.357354765168546,1.00536722897328,nosig,0.507897784928456,1.383700013837e-05,8.97595677048832e-05,4.05968456131287e-05,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned
ASV_2,1.33980407933956,enriched,1.54189163694635e-05,0.863571252177039,nosig,0.00530599228211243,-0.47623282716252,nosig,0.12464757954986,0.055617943082605,0.0260557865074061,0.0329066649937769,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,Pelomonas_puraquae
ASV_97,1.22187881362053,nosig,0.0128878704464651,0.462653569291756,nosig,0.342419930029646,-0.759225244328778,nosig,0.123226303723489,0.0020716488262139,0.00112749608739793,0.00168156005128127,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,Pelomonas_puraquae
ASV_350,0.212810159642042,nosig,0.761481146607031,-1.34415813438899,nosig,0.0488215655419922,-1.55696829403103,nosig,0.0230351089439603,0.000267641835868363,0.000270411268990114,0.00067794180147703,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,Pelomonas_puraquae
ASV_1061,-0.419072889089303,nosig,0.639369398798508,-1.87565321989517,nosig,0.0253044917863253,-1.45658033080587,nosig,0.0694410107211432,4.391751754906e-05,7.13437559233972e-05,0.000174236775610047,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_1580,-0.587286348751303,NA,0.587185786899421,-0.266430444151739,NA,0.807748876901507,0.320855904599564,nosig,0.762280611877875,4.49160488083404e-05,8.03553413555373e-05,6.36135208035037e-05,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_2584,-0.213478285938741,NA,0.8458257029628,-1.02239723304048,NA,0.31905722399756,-0.80891894710174,nosig,0.413961617211474,2.20126167724405e-05,3.03035023549093e-05,4.94634760990975e-05,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_145,1.06139080010411,nosig,0.0265582901009294,-0.0227393955380184,nosig,0.961376014472932,-1.08413019564212,nosig,0.0232926833739016,0.00111803414961212,0.000660575443636618,0.00127403774564784,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles,Unassigned
ASV_237,0.751757004190603,nosig,0.0122266235764277,0.0332712876955921,nosig,0.90825791596314,-0.718485716495011,nosig,0.0163757250956386,0.000942017681506294,0.000632797621497586,0.000946167892321599,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_1046,0.960033756944565,nosig,0.0830433976546943,1.07286762524672,nosig,0.0548484888569028,0.112833868302153,nosig,0.849977294113015,0.00017781410408934,0.000111293206826741,9.42402551362842e-05,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned
ASV_2719,-1.46759573829089,NA,0.514084743566144,-2.18959509221645,NA,0.323703149150915,-0.721999353925556,nosig,0.735407402373324,9.22466675891333e-06,2.92006893264716e-05,4.93896772332525e-05,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Unassigned,Unassigned
ASV_1092,0.816533717124794,nosig,0.144186403024215,0.158598575486028,nosig,0.759508798682217,-0.657935141638765,nosig,0.241657183008609,0.000134212564830252,9.0830714619349e-05,0.000129968802871291,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned
ASV_358,0.0905734118441092,nosig,0.778886394444149,0.0586478794754195,nosig,0.854939601230216,-0.0319255323686897,nosig,0.920921884209359,0.000355759715167992,0.000393523893122397,0.000366386779980528,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Unassigned,Unassigned
ASV_1285,-0.149611261918377,NA,0.892199775600089,-0.0982933843874279,nosig,0.929102691489948,0.0513178775309492,nosig,0.962656487793665,6.64695349106281e-05,9.07044738649596e-05,8.10330993612625e-05,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_1935,0.795668278153458,nosig,0.242327343478026,0.711129280309346,nosig,0.289919216200213,-0.0845389978441125,nosig,0.905864002674071,0.000104716080351233,7.06475611079419e-05,6.67140728437062e-05,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned
ASV_1163,-0.836446151019004,nosig,0.254253276244126,-1.00713877304186,nosig,0.164860077229287,-0.170692622022859,nosig,0.797692830186944,5.47023835588127e-05,0.000111047497519329,0.00011141057937032,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Rubrivivax,Rubrivivax_gelatinosus
ASV_79,1.19213672254087,enriched,5.15061448326387e-08,0.911478570189951,enriched,2.45760578119737e-05,-0.280658152350915,nosig,0.21002412234332,0.00320710042336473,0.00164976518958895,0.00181056282075686,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_2511,-0.272327513175415,NA,0.828333922099565,-0.481198179607703,NA,0.695734241586113,-0.208870666432288,nosig,0.860203963840402,1.89218162355806e-05,2.52698349919967e-05,2.66484697674875e-05,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_2574,-0.779211422062747,NA,0.510049614773778,-1.25644707939395,NA,0.272601107270088,-0.477235657331207,nosig,0.645889366117987,1.77760663485434e-05,3.5098022561194e-05,4.47415086475171e-05,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_167,0.959768266502541,enriched,0.000741956202265358,0.931722355423038,enriched,0.00101787056580616,-0.0280459110795023,nosig,0.923980637226726,0.00133261310066289,0.000809418886794838,0.000745746178565849,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_234,0.566822606789621,nosig,0.0617952439235426,0.215901836110042,nosig,0.466299807929245,-0.350920770679579,nosig,0.250422033828125,0.000725965358214219,0.000568094197348119,0.000655456092127416,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_30,0.274714019960165,nosig,0.343676336614724,0.193607558342202,nosig,0.504153756874919,-0.0811064616179629,nosig,0.779965776221568,0.00518147829993382,0.00494800168384314,0.0048408001795283,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Unassigned,Unassigned
ASV_44,1.59065465876455,enriched,7.60799534687054e-05,0.800660495172788,nosig,0.0450405265763514,-0.789994163591764,nosig,0.0501511965865476,0.00539498934165763,0.00219412308043485,0.00338056148395968,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Kinneretia,Kinneretia_asaccharophila
ASV_293,-0.574183965193535,nosig,0.695968293700072,-0.424198438186493,nosig,0.772890505787163,0.149985527007042,nosig,0.918547182354885,0.000298112065205633,0.000613230952307698,0.000506230725155783,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles,Unassigned
ASV_324,0.478015944912669,nosig,0.288126444330353,0.0315940106694065,nosig,0.943180012586312,-0.446421934243262,nosig,0.320339122192496,0.000585207401006469,0.000486544853267606,0.000592094371107899,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Unassigned,Unassigned
ASV_32,-0.172204415633864,nosig,0.250748002346143,-0.317068875800415,nosig,0.0335336267571415,-0.144864460166551,nosig,0.327519148630702,0.00400813715234255,0.00525427185994497,0.00526169497916372,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Kinneretia,Kinneretia_asaccharophila
ASV_111,-0.497208350856214,nosig,0.0598824059706914,-0.852131969380774,depleted,0.0011078202797282,-0.35492361852456,nosig,0.164142056791725,0.000962702649332782,0.00157674876965648,0.00182593162421734,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_595,0.425577254567769,nosig,0.345317140488562,-0.00990864454909407,nosig,0.981688885234465,-0.435485899116863,nosig,0.330213638265528,0.000200149556941123,0.000171271783228284,0.000210289889132227,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,Unassigned
ASV_128,-0.398811406162188,nosig,0.0575329567781996,-0.450218286906832,nosig,0.0311826508764032,-0.0514068807446437,nosig,0.798878039807412,0.000887348450773148,0.00134924244575985,0.00126451840768047,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned
ASV_406,-0.0424428365103992,nosig,0.911927425887486,-0.111706418914457,nosig,0.76934057829597,-0.0692635824040579,nosig,0.854531365709645,0.000286007116258295,0.000332645178121914,0.000317444631672681,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned
ASV_132,1.45044019546162,nosig,0.0274973106868834,1.25431536267323,nosig,0.056054585527455,-0.196124832788389,nosig,0.767291433064055,0.00173393863900952,0.000777425665133763,0.000815482728769749,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_640,1.19305918982912,nosig,0.115915283946656,0.399510799030471,nosig,0.587661173555914,-0.793548390798651,nosig,0.299082330840345,0.000246163450034163,0.000136108833840586,0.00021907860180623,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned
ASV_709,-2.58122954532755,depleted,0.0047035760922377,-2.35260845795841,nosig,0.0102134399815035,0.22862108736914,nosig,0.778141726925001,4.60534023151193e-05,0.000295055754725566,0.000241910213424933,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_748,-2.16342467824706,nosig,0.0365333874737311,-2.24815161646804,nosig,0.0295035852996109,-0.0847269382209745,nosig,0.928218816108978,4.16479625273495e-05,0.000203419488502543,0.000204047880160522,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned
ASV_2361,-0.991732181363103,NA,0.478721348724334,2.45982712268392,NA,0.124441223889792,3.45155930404702,nosig,0.027935212941806,5.1678565080871e-05,0.000122603208582344,8.82251618168038e-06,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Azohydromonas,Azohydromonas_australica
ASV_3,0.162738366730215,nosig,0.612604514159086,-0.402268209856077,nosig,0.210365760533179,-0.565006576586292,nosig,0.078569958641172,0.0218652045640559,0.0234393908384604,0.0312971042805172,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Rhizobacter,Rhizobacter_bergeniae
ASV_4,0.700514976038644,nosig,0.0534870863963971,-0.107377216865228,nosig,0.766999233042761,-0.807892192903872,nosig,0.0259196454348589,0.022430340510775,0.0163962260104016,0.0254646446135443,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Rhizobacter,Unassigned
ASV_55,-0.311280733548718,nosig,0.337809123165197,-0.947031464224078,nosig,0.00335068220811271,-0.63575073067536,nosig,0.0478168154838751,0.00203678790071045,0.00308112248213176,0.00433926497023226,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Piscinibacter,Piscinibacter_aquaticus
ASV_547,-0.170796326730664,nosig,0.677019523069518,-0.443732667763969,nosig,0.267834020680163,-0.272936341033305,nosig,0.485619555386906,0.000191641806109646,0.000256728046654128,0.000281116735732107,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Piscinibacter,Piscinibacter_aquaticus
