,KO-OElogFC,KO-OElevel,KO-OEp,KO-WTlogFC,KO-WTlevel,KO-WTp,OE-WTlogFC,OE-WTlevel,OE-WTp,KO,OE,WT,phylum,class,order,family,genus
Bacteriovorax,0.540410545455302,nosig,0.391761632909741,-0.132164612111359,NA,0.826707636484284,-0.67257515756666,nosig,0.279977416241758,0.000131579862415347,0.000115752131403943,0.000165146680294517,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax
Bauldia,-0.441977342113626,nosig,0.341342876317667,0.182577466124541,NA,0.70992526024391,0.624554808238168,nosig,0.181984768137585,0.000135855782228524,0.00022199926931271,0.000130143040477583,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_incertae_sedis,Bauldia
Bdellovibrio,0.683410892012957,nosig,0.0421896996100025,0.410121999183096,nosig,0.219236814189776,-0.273288892829862,nosig,0.419502459943722,0.00138962180765013,0.001080938576631,0.00116373410985871,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Blastocatella,-1.7708932196367,nosig,0.138906255797971,-1.61370246984334,NA,0.18059417964657,0.157190749793357,nosig,0.873009413476321,1.41386679832879e-05,5.59531951206991e-05,4.49122718063469e-05,Acidobacteria,Acidobacteria_Gp4,Unassigned,Unassigned,Blastocatella
Blastococcus,-0.552934134589967,nosig,0.135498091957134,-0.00113154465731671,nosig,0.997598349524876,0.55180258993265,nosig,0.134662905308391,0.000673313055579086,0.00119261293226616,0.000711017364993014,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Blastococcus
Blastopirellula,-1.94189559360329,depleted,0.0075081597864178,-0.788130562194649,nosig,0.282097881405661,1.15376503140864,nosig,0.107135182713903,0.000303456053791795,0.0013966776396024,0.000560512850308452,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Blastopirellula
Bosea,1.23770949620631,enriched,0.000552357491955869,0.685649993954997,nosig,0.0546580141131798,-0.552059502251312,nosig,0.124502498256108,0.00586725286179496,0.00316106225302854,0.00401951948920121,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea
Bradyrhizobium,0.281380619981131,nosig,0.0267526768922468,0.264309038905163,nosig,0.0374045233072534,-0.0170715810759676,nosig,0.893254091613376,0.0199760722614832,0.0200026887784443,0.0179885054497692,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
Brevibacillus,3.06718286834829,NA,NA,3.98681831255833,NA,NA,0.919635444210046,NA,NA,0.00099913355292541,0.000151727169789957,7.19085332287805e-05,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Brevibacillus
Brevundimonas,1.19130172083593,enriched,0.00241323913294337,1.18175097469971,enriched,0.0026051763168096,-0.00955074613622391,nosig,0.980892991033332,0.00200648606685912,0.00112212705482673,0.00100809301111334,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Burkholderia,0.648678729995108,nosig,0.0743687556531407,0.0839476052597664,nosig,0.813811558420725,-0.564731124735342,nosig,0.119953521189866,0.000861366512264448,0.000676595470577795,0.000870993494162186,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
Caenimonas,1.07024045391853,nosig,0.0705142380724862,1.43987004045893,NA,0.0184254201885533,0.369629586540401,nosig,0.56495136773494,0.000231141881371129,0.00013104373560825,8.9500022864053e-05,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas
Catellatospora,-0.428350120498977,nosig,0.173122514885444,-0.360937041543148,nosig,0.252314066718444,0.0674130789558292,nosig,0.825592923978541,0.000510560295224871,0.000819238327393224,0.000703179755248735,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Catellatospora
Catelliglobosispora,0.387111449870595,nosig,0.477136335570866,0.405880172580673,NA,0.45636963367274,0.0187687227100782,nosig,0.972992570778301,0.00019386533512332,0.000175244928147772,0.000156909208944156,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Catelliglobosispora
Caulobacter,0.132135686728866,nosig,0.609627152943316,0.416374214962466,nosig,0.110443214213429,0.2842385282336,nosig,0.276126289380569,0.001876994711195,0.00208384916959198,0.00149581803652986,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
Cedecea,-5.07093035534692,nosig,0.0171549734469185,-0.844112595118854,NA,0.710417848490583,4.22681776022807,nosig,0.0469644336048519,0,0.00020710676800147,8.82251618168038e-06,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cedecea
Cellulomonas,-1.40292811367094,depleted,0.00502344631525955,-1.15666676103158,nosig,0.0211332063592592,0.246261352639366,nosig,0.611353795964877,0.000386544448759246,0.00116615324793553,0.000883334871793566,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Cellulomonas
Cellulosimicrobium,-0.332928571432794,nosig,0.775432181695845,-0.518294881085863,NA,0.656071625159631,-0.185366309653069,nosig,0.872441841011443,0.000132226022325419,0.000178957644277925,0.000179471726804392,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Cellulosimicrobium
Cellvibrio,-1.68429888454851,nosig,0.0118994619285729,-0.811037074003903,nosig,0.227812122339596,0.873261810544603,nosig,0.188428486700295,0.000578603281650535,0.00217167858205863,0.00110352685942937,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Cellvibrio
Chitinophaga,-3.22879879129929,nosig,0.017119436028819,-2.7359445499081,NA,0.0476543467300634,0.492854241391197,nosig,0.677164043645952,0,5.46916868688761e-05,3.59204179477826e-05,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga
Chlamydophila,-1.54545804549725,nosig,0.132328409809335,-1.91842121678973,nosig,0.0606207137241548,-0.372963171292476,nosig,0.703708758369533,7.84434267655368e-05,0.000261075987287582,0.000334352654829609,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydophila
Chryseobacterium,-0.384538041497834,nosig,0.578790507149799,-0.231161374714955,nosig,0.739462320430843,0.15337666678288,nosig,0.822997316137297,0.000206765973599841,0.000330432814671365,0.000275093273503909,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Chryseolinea,-0.81144635241258,nosig,0.0243065154946045,-0.90494781924731,nosig,0.0117397637820676,-0.0935014668347304,nosig,0.785534120813215,0.000416880638230384,0.000851779581903057,0.000834188084719986,Bacteroidetes,Cytophagia,Cytophagales,Unassigned,Chryseolinea
Clostridium_III,-1.90782150649455,nosig,0.0608162401073063,-0.172160066370232,NA,0.878952924239176,1.73566144012431,nosig,0.0762629222802538,2.37932678698094e-05,0.000100365316931355,2.67631692693078e-05,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_III
Clostridium_sensu_stricto,0.858816216448406,nosig,0.497888530744481,2.0678457817826,nosig,0.105917142388471,1.20902956533419,nosig,0.345884620621021,0.000741177746674465,0.00042898511086692,0.000179271373995867,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
Clostridium_XI,-0.651997434023716,nosig,0.509093094299021,0.440153582935262,NA,0.67922830753948,1.09215101695898,nosig,0.283026713891177,4.14792151831737e-05,7.65139784930841e-05,3.13694824876978e-05,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium_XI
Cohnella,-0.374445671720263,nosig,0.416319366683966,0.114525445845785,nosig,0.809383398891887,0.488971117566048,nosig,0.288365277539667,0.000205277648996452,0.000319373606253201,0.000201452539287403,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Cohnella
Conexibacter,0.166168458916903,nosig,0.572195153200108,0.328191722171187,nosig,0.266303568553582,0.162023263254284,nosig,0.583591644152073,0.00179487466157981,0.00193385135697219,0.00152457443681472,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter
Couchioplanes,0.0416324754286481,nosig,0.923461708060005,-0.685514185088062,nosig,0.111687311193615,-0.72714666051671,nosig,0.0913306410367831,0.00186106398684896,0.00208149384212422,0.0029757438545365,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Couchioplanes
Cryobacterium,-2.59342148985891,depleted,0.00103923585680045,-0.920168969006546,NA,0.265949218035056,1.67325252085237,nosig,0.0221248296603542,5.66935917183313e-05,0.000394397971745733,0.000107170689562923,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Cryobacterium
Cryptosporangium,-0.0164907330752229,nosig,0.988075329644067,0.165677219038658,NA,0.881179822999774,0.182167952113881,nosig,0.86902720501993,0.000100020049844086,0.000122005387423313,9.40652266032783e-05,Actinobacteria,Actinobacteria,Actinomycetales,Cryptosporangiaceae,Cryptosporangium
Cupriavidus,0.468697983324295,nosig,0.500973333272473,1.11793376577207,nosig,0.112571921577958,0.649235782447779,nosig,0.358933290310466,0.000591810295283262,0.000521958578041348,0.00030086113595671,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
Cystobacter,-0.42766246975244,nosig,0.227585513993247,0.0480674145682844,nosig,0.894487710166046,0.475729884320725,nosig,0.177724343988346,0.000446947339064117,0.000692764737713984,0.000451469353801015,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Cystobacter
Dactylosporangium,-0.451553370499119,nosig,0.239811443489301,-0.837577123864904,nosig,0.0284665674553743,-0.386023753365785,nosig,0.307956800488392,0.00113833396167835,0.00179110424147271,0.00211765065381987,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Dactylosporangium
Devosia,1.14868593714844,enriched,1.53740212657492e-05,1.07424173705657,enriched,5.23650877591781e-05,-0.0744442000918673,nosig,0.78008343742738,0.0171130209365449,0.00980555448536742,0.00915496512652812,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia
Dongia,-0.617602821448404,depleted,0.00687869899492666,-0.348304619563875,nosig,0.128749560125564,0.269298201884529,nosig,0.23488859000455,0.00327329483625957,0.00587488751065782,0.00438138912968466,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia
Duganella,0.21519220965266,nosig,0.817597555224855,-1.3077973098882,NA,0.147655062407787,-1.52298951954086,nosig,0.0929337375532479,0.000123652856894257,0.000123745230938159,0.000322818642526438,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
Ensifer,0.354672234234899,nosig,0.211257587319204,0.527010227932052,nosig,0.0634565900746845,0.172337993697153,nosig,0.544341199664342,0.00938693987242835,0.00924969299895223,0.00724261024980225,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer
Enterobacter,-2.76580706825116,nosig,0.27197718873817,1.07946414679604,NA,0.68112709513325,3.8452712150472,nosig,0.126698678675443,8.74752882310747e-06,7.68155654588509e-05,0,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter
Ferrovibrio,0.314564125316529,nosig,0.313857167363973,-0.254931347788202,nosig,0.398183558891932,-0.569495473104732,nosig,0.0627494999873834,0.00054186855796912,0.000534495785487234,0.000707004657865189,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Ferrovibrio
Fictibacillus,0.115121678427234,nosig,0.838991573436723,0.492482529714821,NA,0.401414983673914,0.377360851287587,nosig,0.520447055628625,0.000116906835979059,0.000131265289350425,8.94340186326209e-05,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Fictibacillus
Flavobacterium,0.0806858590631782,nosig,0.866885363113892,0.12146006204156,nosig,0.800796403473349,0.0407742029783816,nosig,0.932496796231308,0.0309593034176983,0.036641074931494,0.031989936725469,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Gaiella,-0.0203749002508339,nosig,0.906755300495798,0.0231429495734082,nosig,0.894238316112077,0.0435178498242421,nosig,0.802016016298184,0.00455469640657531,0.00557244794963908,0.0047722888895285,Actinobacteria,Actinobacteria,Gaiellales,Gaiellaceae,Gaiella
Geobacter,-0.802964233707078,depleted,0.00700755648198476,-0.549678308782966,nosig,0.0679273349310525,0.253285924924113,nosig,0.373941273367956,0.000473637956547288,0.000977668581124469,0.000726970052985712,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter
Geodermatophilus,-0.517841272600658,nosig,0.374822947561092,-0.397420803242379,NA,0.498944056801584,0.120420469358278,nosig,0.829258384040916,0.000100995650334346,0.000171835690570279,0.000138647450694111,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Geodermatophilus
Glycomyces,1.0270039269488,nosig,0.043734982624471,0.2943581778152,nosig,0.554401276735133,-0.732645749133596,nosig,0.151778820572058,0.000647866207483803,0.000360067401364662,0.000546017637662881,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,Glycomyces
Gordonia,0.955330196017871,nosig,0.347599845820627,1.31098831837756,NA,0.210927146736525,0.355658122359694,nosig,0.745614116267726,7.05261218912196e-05,4.59450931915717e-05,3.14314901776195e-05,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Gordonia
Gp10,-0.353734471692346,nosig,0.304186280675232,-0.260200648755592,nosig,0.45017197625397,0.0935338229367533,nosig,0.784857907610211,0.00194572734924581,0.00297486078811868,0.0025816430682771,Acidobacteria,Acidobacteria_Gp10,Unassigned,Unassigned,Gp10
Gp11,-3.82696918550087,depleted,0.0038917382528659,-3.17143002013492,NA,0.0189652131514931,0.655539165365947,nosig,0.558705099138581,0,8.54276722370955e-05,4.93569358260201e-05,Acidobacteria,Acidobacteria_Gp11,Unassigned,Unassigned,Gp11
Gp17,-2.14642677205987,depleted,8.47623317443636e-06,-1.60480661482629,depleted,0.00095677915588701,0.541620157233581,nosig,0.231293544628349,0.00024054487458557,0.00128922004508526,0.000783749221686821,Acidobacteria,Acidobacteria_Gp17,Unassigned,Unassigned,Gp17
Gp25,-1.1548856851761,nosig,0.072980116228866,-0.445883944698557,NA,0.509547699203202,0.709001740477547,nosig,0.239069339948613,6.07233584062617e-05,0.000156589957292634,8.47999072263629e-05,Acidobacteria,Acidobacteria_Gp25,Unassigned,Unassigned,Gp25
Gp3,-0.354665180458527,nosig,0.461183462219688,0.329740469835684,nosig,0.510646822724021,0.684405650294212,nosig,0.161340283681216,0.000215193260623141,0.00031759693473014,0.000179019272797895,Acidobacteria,Acidobacteria_Gp3,Unassigned,Unassigned,Gp3
Gp5,-0.921412454151451,nosig,0.145187815125214,-0.535101666977709,NA,0.41014424106124,0.386310787173742,nosig,0.511084196430649,6.48739734261739e-05,0.000141342049767712,9.855431826269e-05,Acidobacteria,Acidobacteria_Gp5,Unassigned,Unassigned,Gp5
Gp6,-2.32555006152815,depleted,8.25053437202322e-07,-1.57674484505944,depleted,0.000916678150428786,0.748805216468715,nosig,0.0957792110964341,0.000330608587643104,0.00195765990468071,0.00103163264458777,Acidobacteria,Acidobacteria_Gp6,Unassigned,Unassigned,Gp6
Gp7,-0.172567961066849,nosig,0.84285531361397,-0.0222358651390898,NA,0.979856501289456,0.15033209592776,nosig,0.861126692267244,4.55763742350337e-05,6.03483402990442e-05,4.94207248616215e-05,Acidobacteria,Acidobacteria_Gp7,Unassigned,Unassigned,Gp7
Gracilibacillus,1.81112053328252,nosig,0.167177382933357,2.39705991004005,NA,0.0767222559262842,0.585939376757525,nosig,0.678307461117669,0.000131643986923467,4.59341073342998e-05,2.69217154555793e-05,Firmicutes,Bacilli,Bacillales,Bacillaceae_2,Gracilibacillus
Haliangium,-1.82743808660469,depleted,4.42791663536524e-07,-1.17403240051769,depleted,0.00155731601807748,0.653405686086997,nosig,0.0427078659023626,0.000212270906981166,0.000875546055336566,0.00049472768393688,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
Hamadaea,-0.675602968958781,nosig,0.439489418564338,-0.487128152422527,NA,0.579061987013787,0.188474816536255,nosig,0.825562678758222,0.000106756937802485,0.000191084941667394,0.000152255208194205,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Hamadaea
Herpetosiphon,-0.383039397964635,nosig,0.491999030589661,-1.2270116394055,nosig,0.0275276261102902,-0.843972241440868,nosig,0.129083512986805,0.0036702742010781,0.00605969765553012,0.0092648155877006,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon
Hydrogenophaga,0.816885710381314,nosig,0.193533044866539,1.16230730918218,nosig,0.0647534246222563,0.345421598800862,nosig,0.583985988498719,0.00278234160756222,0.00212906813616856,0.00152677093158158,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
Hyphomicrobium,0.787519892314499,enriched,0.00104059622380486,1.01820454601295,enriched,2.40740750684152e-05,0.230684653698447,nosig,0.342857787953465,0.00547517690489128,0.00388962263643763,0.0029270613452482,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
Hyphomonas,-0.167017680137192,nosig,0.461837167588865,-0.119106967031406,nosig,0.600251694066065,0.0479107131057858,nosig,0.831319084300554,0.00155615693145026,0.0020867926353662,0.00181658133542976,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas
Iamia,0.121076520123331,nosig,0.762377012610926,0.214777733562608,nosig,0.592802045469977,0.093701213439277,nosig,0.815582718121281,0.000598354438644724,0.000670078545823112,0.000568997524055613,Actinobacteria,Actinobacteria,Acidimicrobiales,Iamiaceae,Iamia
Ignavibacterium,-0.56986572167499,nosig,0.522888586536498,0.570195558425377,NA,0.53592288759455,1.14006128010037,nosig,0.20851052011374,0.000137276492569645,0.000222615327700005,9.89802260936175e-05,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
Ilumatobacter,-0.282827047866008,nosig,0.182633098907446,0.191319258875467,nosig,0.380222463348449,0.474146306741475,nosig,0.0262021659844236,0.00110103997323954,0.0016050848854216,0.00102709196140174,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter
Inquilinus,-0.964851138833494,nosig,0.318235151973517,-0.518289162337235,NA,0.599563025004703,0.446561976496259,nosig,0.62811132580554,4.05928032623491e-05,9.09531732666024e-05,6.32223532146822e-05,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus
Intrasporangium,1.1356982436133,nosig,0.0435914244004878,0.40041976624435,NA,0.452946694475511,-0.735278477368951,nosig,0.197244508415019,0.000242183292451199,0.000129890110201342,0.000196760679852948,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Intrasporangium
Kaistia,0.632184672956612,nosig,0.420829549531595,2.01271166111409,NA,0.0310504770871732,1.38052698815748,nosig,0.150019922718399,8.6500473035794e-05,6.50357815903437e-05,2.23106673252659e-05,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia
Kibdelosporangium,3.12050875896259,enriched,9.33349794436734e-05,2.3875119925548,enriched,0.00271993920272815,-0.732996766407786,nosig,0.360269417785999,0.00814201742848356,0.00120602336039511,0.00175841749877371,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Kibdelosporangium
Kineosporia,-0.266668937754729,nosig,0.492190736515762,-1.04590130834233,depleted,0.00687779120757559,-0.779232370587598,nosig,0.0435526228397436,0.00320944940174915,0.00443043253952795,0.00672967103194229,Actinobacteria,Actinobacteria,Actinomycetales,Kineosporiaceae,Kineosporia
Kinneretia,0.637988414811648,enriched,0.00517594747668079,0.251390333085924,nosig,0.269047658156601,-0.386598081725724,nosig,0.0905134561116902,0.00940312649400018,0.00744839494037982,0.00864225646312339,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Kinneretia
Kribbella,0.159408755021143,nosig,0.548864915939894,-0.51558671681208,nosig,0.0512245190287775,-0.674995471833223,nosig,0.0107367544949052,0.00486058836418115,0.00513401345019396,0.00719481811912352,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella
Labilithrix,0.0493133800119284,nosig,0.840551191607028,-0.156562342066297,nosig,0.517791788875703,-0.205875722078225,nosig,0.393199743634704,0.000848307784490277,0.000978539835966693,0.00100999271499203,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix
