OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6
ASV_1105	-0.586	8.508	0.415593613454813	0.733210494203958	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geomonas	oryzae	0.015	0.025	0.056	0	0	0	0.015	0.017	0.028	0.019	0.037	0.027	0.018	0.019
ASV_282	-0.318	10.896	0.417440830364193	0.735369470348692	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Unassigned	0.147	0.211	0.14	0.286	0.132	0.152	0.053	0.117	0.214	0.266	0.183	0.127	0.186	0.288
ASV_515	-0.49	8.74	0.417997707731989	0.735369470348692	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.019	0.032	0.028	0.017	0.023	0.04	0	0.008	0.065	0.029	0.018	0.036	0.027	0.019
ASV_335	-0.466	9.158	0.418437106843052	0.735369470348692	NotSig	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	islandicus	0.03	0.049	0.047	0.009	0.031	0.048	0.038	0.008	0.009	0.057	0.046	0.064	0.062	0.058
ASV_563	0.486	9.05	0.419641769436824	0.736536198418756	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Boseaceae	Bosea	vaviloviae	0.04	0.033	0.084	0.035	0.046	0.032	0.015	0.025	0.056	0.067	0	0.018	0.018	0.038
ASV_858	0.44	8.955	0.42198992822561	0.738990175553572	NotSig	Bacteria	Firmicutes	Bacilli	Unassigned	Unassigned	Unassigned	Unassigned	0.034	0.029	0.019	0.043	0.039	0.048	0.038	0.017	0.009	0.019	0.027	0.036	0.044	0.038
ASV_298	-0.363	9.649	0.422125078253068	0.738990175553572	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	ovatispora	0.052	0.077	0.084	0.061	0.031	0.048	0.045	0.042	0.065	0.105	0.027	0.064	0.133	0.067
ASV_1054	-0.626	8.174	0.423385355122748	0.739687650021545	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0.008	0.016	0	0.026	0	0.008	0.008	0.008	0	0.019	0.009	0.009	0.018	0.038
ASV_444	0.491	9.052	0.423609667413219	0.739687650021545	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Unassigned	Unassigned	0.039	0.032	0.065	0.052	0.077	0.016	0.015	0.008	0.056	0.01	0.037	0.018	0.027	0.048
ASV_386	-0.409	9.165	0.425855259602357	0.742540651752688	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	bambusae	0.031	0.049	0.009	0.035	0.031	0.032	0.023	0.059	0.046	0.029	0.073	0.045	0.044	0.058
ASV_427	0.465	9.493	0.426333913120853	0.742540651752688	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.06	0.051	0.047	0.035	0.031	0.016	0.053	0.176	0.111	0.038	0.018	0.027	0.044	0.067
ASV_489	-0.426	9.297	0.427485086661916	0.743041988920645	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Nevskia	lacus	0.037	0.057	0.084	0.035	0.031	0.032	0.008	0.034	0.056	0.019	0.082	0.027	0.071	0.086
ASV_158	-0.413	10.03	0.428083066088583	0.743041988920645	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	denitrificans	0.069	0.11	0.102	0.035	0.015	0.048	0.129	0.084	0.232	0.152	0.037	0.091	0.062	0.086
ASV_1477	-0.545	8.25	0.428831761564042	0.743041988920645	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	stalactiti	0.01	0.017	0.009	0.009	0	0.016	0.008	0.017	0.009	0.019	0.018	0.009	0.035	0.01
ASV_1299	0.592	8.147	0.429330481411661	0.743041988920645	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Racemicystis	persica	0.013	0.009	0.028	0.009	0.008	0.016	0.008	0.008	0	0.01	0	0.009	0.009	0.029
ASV_1381	0.815	7.768	0.429349519295556	0.743041988920645	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unassigned	Unassigned	Unassigned	0.006	0.003	0.009	0.017	0	0	0.008	0	0	0.01	0	0.009	0	0
ASV_1119	-0.549	8.251	0.430284546067949	0.743542806193633	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Unassigned	Unassigned	0.01	0.017	0.009	0.017	0	0.024	0.008	0	0.009	0.019	0.027	0.009	0.018	0.019
ASV_1223	0.532	8.214	0.430899356835169	0.743542806193633	NotSig	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Unassigned	0.014	0.011	0.009	0.026	0.015	0.008	0.015	0.008	0.009	0.01	0.009	0	0.018	0.019
ASV_349	-0.473	9.274	0.431789714094677	0.743542806193633	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.034	0.056	0.037	0.061	0.039	0.016	0.045	0.008	0.065	0.057	0.009	0.036	0.142	0.029
ASV_574	-0.423	9.032	0.431822584213777	0.743542806193633	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	elaeis	0.028	0.043	0.056	0.026	0.008	0.016	0.023	0.042	0.056	0.048	0.046	0.055	0.035	0.019
ASV_835	0.625	8.699	0.434834092577661	0.74718962781026	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	balnearis	0.027	0.02	0	0.026	0	0.032	0.053	0.05	0.009	0.067	0.018	0.009	0.018	0
ASV_294	0.357	9.525	0.435037720156781	0.74718962781026	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	heixiaziensis	0.059	0.054	0.056	0.087	0.039	0.032	0.068	0.075	0.093	0.048	0.037	0.036	0.08	0.029
ASV_488	0.466	8.908	0.436325908074844	0.747849709166161	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	stalactiti	0.033	0.028	0.028	0.026	0.008	0.056	0.061	0.017	0.019	0.01	0.027	0.027	0.044	0.038
ASV_251	0.297	10.135	0.436520204689499	0.747849709166161	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ideonella	paludis	0.099	0.092	0.14	0.122	0.062	0.08	0.076	0.117	0.093	0.124	0.091	0.055	0.124	0.067
ASV_1291	-1.031	8.182	0.438414857853062	0.749340447744575	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	sucinum	0.008	0.017	0.028	0.017	0	0	0	0	0.009	0.095	0	0	0	0
ASV_567	0.484	9.113	0.438490702534821	0.749340447744575	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	arvi	0.041	0.033	0.037	0.026	0.008	0.048	0.045	0.084	0.056	0.01	0.046	0.045	0.044	0
ASV_280	-0.373	9.765	0.44046126398282	0.751764713715039	NotSig	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unassigned	0.056	0.086	0.019	0.113	0.077	0.072	0.023	0.034	0.149	0.048	0.091	0.055	0.08	0.096
ASV_167	-0.351	10.137	0.441269491827698	0.752201561788892	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	subtropicus	0.08	0.114	0.065	0.174	0.077	0.032	0.038	0.092	0.084	0.143	0.192	0.091	0.097	0.077
ASV_1195	0.62	8.326	0.44255564569172	0.753450986790154	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.016	0.012	0	0	0.023	0.008	0.023	0.042	0.019	0.019	0.018	0	0.018	0
ASV_443	0.486	8.953	0.443207743240066	0.753619158917566	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.037	0.029	0.037	0.104	0.015	0.008	0.038	0.017	0.046	0.029	0	0.027	0.035	0.038
ASV_892	0.364	9.334	0.443903891282989	0.75386172060777	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	alkalitolerans	0.05	0.045	0.074	0.069	0.031	0.024	0.053	0.05	0.056	0.048	0.064	0.018	0.027	0.058
ASV_467	0.408	9.078	0.446323469384819	0.757026855917963	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Unassigned	Unassigned	0.038	0.034	0.009	0.035	0.062	0.024	0.045	0.05	0.028	0.029	0.037	0.027	0.044	0.038
ASV_477	-0.54	8.82	0.447963165451808	0.758862974310152	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unassigned	0.021	0.035	0.056	0	0.008	0.024	0.008	0.034	0.065	0.019	0.073	0.036	0.009	0.01
ASV_986	-0.492	8.471	0.451015018595267	0.762390771481642	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	terrae	0.014	0.023	0.019	0.009	0.008	0.008	0	0.042	0.028	0.019	0.037	0.009	0.018	0.029
ASV_931	-0.55	8.245	0.451165170201324	0.762390771481642	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	chlorophenolicus	0.01	0.017	0	0.017	0	0.016	0	0.025	0.009	0.029	0.009	0.009	0.018	0.029
ASV_923	0.51	8.458	0.453889230263854	0.766043533605166	NotSig	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unassigned	0.019	0.015	0.028	0	0.008	0.032	0.03	0.017	0	0.019	0.027	0.018	0.009	0.019
ASV_1416	-0.646	8.189	0.455098985627768	0.767134676268589	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0.008	0.015	0.009	0	0	0	0.008	0.034	0.009	0.029	0.018	0.027	0	0.01
ASV_1130	-0.618	8.183	0.456840128403945	0.767712782452243	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.008	0.015	0	0.009	0.008	0.032	0	0	0	0.019	0.018	0.009	0.027	0.019
ASV_76	-0.261	11.421	0.457070929088141	0.767712782452243	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.221	0.303	0.4	0.243	0.209	0.168	0.136	0.168	0.325	0.247	0.283	0.291	0.319	0.355
ASV_1495	-0.406	8.768	0.457464797201066	0.767712782452243	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	azooxidifex	0.02	0.032	0.009	0.026	0.023	0.032	0.023	0.008	0.037	0.029	0.018	0.045	0.027	0.038
ASV_346	0.358	9.598	0.45775813855216	0.767712782452243	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	Unassigned	0.064	0.057	0.074	0.087	0.015	0.064	0.061	0.084	0.019	0.038	0.064	0.045	0.062	0.115
ASV_1487	-0.669	7.99	0.45867302662168	0.767712782452243	NotSig	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	japonica	0.006	0.011	0	0.009	0	0.016	0	0.008	0.019	0	0.009	0.027	0	0.01
ASV_796	-0.583	8.339	0.459096401017962	0.767712782452243	NotSig	Bacteria	Firmicutes	Clostridia	Unassigned	Unassigned	Unassigned	Unassigned	0.011	0.02	0.019	0.026	0.008	0.016	0	0	0.046	0.019	0	0.018	0	0.038
ASV_391	-0.419	9.03	0.45938760477135	0.767712782452243	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.029	0.043	0.065	0.026	0.008	0.04	0.008	0.025	0.028	0.076	0.027	0.036	0.053	0.038
ASV_983	-0.49	8.323	0.460415955364359	0.768488396086099	NotSig	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	Paludisphaera	borealis	0.011	0.019	0.009	0.009	0.008	0.024	0	0.017	0.009	0.029	0.009	0.027	0.018	0.019
ASV_651	-0.474	8.663	0.464910688791219	0.7743269845562	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.018	0.029	0.009	0.017	0	0.032	0	0.05	0.019	0.038	0.018	0.027	0.035	0.038
ASV_1124	-0.553	8.072	0.465051008345794	0.7743269845562	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geomonas	oryzae	0.007	0.012	0.009	0.009	0.008	0.008	0	0.008	0	0.019	0.018	0.009	0.018	0.01
ASV_98	0.477	11.236	0.466731225229037	0.776175737194076	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0.227	0.196	0.177	0.043	0.077	0.16	0.81	0.092	0.056	0.219	0.064	0.4	0.266	0.173
ASV_1483	0.671	7.863	0.468156809328585	0.776751400420177	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	stalactiti	0.007	0.005	0	0.009	0.015	0.008	0	0.008	0	0	0	0.009	0.009	0.01
ASV_668	-0.345	10.082	0.468444977640609	0.776751400420177	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	hankyongense	0.076	0.11	0.14	0.061	0.015	0.04	0.091	0.109	0.158	0.076	0.046	0.136	0.16	0.086
ASV_401	0.478	8.945	0.468788290121428	0.776751400420177	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	konarekensis	0.034	0.027	0.037	0.017	0.008	0.04	0.053	0.05	0.009	0.019	0.055	0.055	0.027	0
ASV_945	0.5	8.819	0.47220289627994	0.780413131367291	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Unassigned	Unassigned	0.03	0.025	0.019	0.035	0.039	0.032	0.015	0.042	0.028	0.095	0	0.009	0.009	0.01
ASV_1355	-0.465	8.665	0.473592581670734	0.780413131367291	NotSig	Bacteria	Actinobacteria	Coriobacteriia	Unassigned	Unassigned	Unassigned	Unassigned	0.018	0.03	0.028	0.026	0.023	0.008	0	0.025	0.028	0.067	0.037	0	0.018	0.029
ASV_406	0.35	9.736	0.474067016594174	0.780413131367291	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	pelophilus	0.069	0.065	0.037	0.078	0.108	0.096	0.038	0.059	0.074	0.086	0.1	0.009	0.062	0.058
ASV_78	0.283	11.004	0.474182360177857	0.780413131367291	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	robiniae	0.191	0.185	0.223	0.191	0.093	0.112	0.341	0.185	0.241	0.152	0.183	0.136	0.16	0.24
ASV_495	-0.421	9.046	0.474931857982946	0.780413131367291	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Nevskia	lacus	0.028	0.045	0.065	0.009	0.046	0.008	0.023	0.017	0.056	0.048	0.037	0.009	0.053	0.067
ASV_1447	-0.748	7.77	0.474954444331804	0.780413131367291	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Fulvivirgaceae	Chryseolinea	flava	0.003	0.006	0.009	0	0	0.008	0	0	0	0.019	0	0.009	0.009	0
ASV_152	0.27	10.496	0.475260633283677	0.780413131367291	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0.128	0.125	0.158	0.087	0.124	0.112	0.121	0.168	0.093	0.095	0.128	0.1	0.133	0.201
ASV_356	0.514	9.473	0.475582157881682	0.780413131367291	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	gossypii	0.056	0.047	0.037	0.009	0.023	0.064	0.159	0.042	0.009	0.029	0.037	0.036	0.16	0.01
ASV_1389	-0.457	8.527	0.478499334222027	0.784255226486643	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	stalactiti	0.015	0.025	0	0.017	0.008	0.024	0	0.042	0.019	0.029	0.018	0.018	0.035	0.029
ASV_1102	0.716	7.979	0.479292549770311	0.784611121138418	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Hamadaea	flava	0.01	0.006	0.009	0.043	0	0	0	0.008	0.019	0.01	0	0.009	0	0
ASV_1226	0.721	8.453	0.483618928848048	0.790561310741538	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	gossypii	0.022	0.014	0.065	0.035	0.031	0	0	0	0	0	0.046	0.009	0	0.029
ASV_775	-0.484	8.311	0.484088203493717	0.790561310741538	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Unassigned	0.011	0.018	0.009	0.026	0.008	0.024	0	0	0.019	0.019	0.009	0.009	0.035	0.019
ASV_794	0.476	8.643	0.485069621584843	0.791215358800666	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	pakistanensis	0.025	0.02	0.019	0.061	0.023	0.016	0.015	0.017	0	0.029	0.037	0.009	0.044	0
ASV_861	-0.446	8.523	0.487490432085833	0.794146429589951	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Unassigned	Unassigned	0.015	0.025	0	0.017	0.008	0.024	0.008	0.034	0.019	0.029	0.009	0.009	0.044	0.038
ASV_240	0.367	9.879	0.488032717743604	0.794146429589951	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	jejuensis	0.079	0.071	0.065	0.052	0.054	0.064	0.114	0.126	0.056	0.048	0.192	0.055	0.018	0.058
ASV_81	-0.339	11.377	0.488823742037842	0.794230630506636	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	arseniciresistens	0.199	0.299	0.27	0.13	0.147	0.216	0.341	0.092	0.111	0.324	0.128	0.246	0.709	0.278
ASV_474	-0.485	10.349	0.489791728344543	0.794230630506636	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	zingiberis	0.087	0.136	0.074	0.156	0.201	0.04	0	0.05	0.028	0.105	0.456	0.091	0.071	0.067
ASV_410	0.346	11.05	0.490186800806708	0.794230630506636	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	pollutisoli	0.192	0.182	0.056	0.165	0.372	0.184	0.235	0.143	0.139	0.286	0.1	0.218	0.284	0.067
ASV_721	0.47	8.5	0.490417004593304	0.794230630506636	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.021	0.017	0.009	0.043	0.008	0.008	0.03	0.025	0	0.01	0.018	0.009	0.044	0.019
ASV_894	0.569	8.222	0.493927186637853	0.798965354157667	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Unassigned	Unassigned	0.013	0.011	0.009	0.009	0.031	0	0.03	0	0.028	0.01	0	0.009	0.009	0.01
ASV_963	-0.408	8.877	0.494620071089337	0.799137054357861	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Nitratireductor	aestuarii	0.023	0.037	0.009	0.017	0.023	0	0.03	0.059	0.056	0.019	0.037	0.027	0.044	0.038
ASV_411	-0.38	9.271	0.498446071060892	0.803911154159328	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Unassigned	Unassigned	0.037	0.055	0.074	0.043	0.015	0.032	0.023	0.034	0.056	0.057	0	0.036	0.097	0.086
ASV_363	-0.402	8.929	0.498755451736147	0.803911154159328	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	olei	0.025	0.039	0.028	0.017	0.015	0.048	0.015	0.025	0.037	0.057	0	0.064	0.035	0.038
ASV_1100	-0.476	8.149	0.499943035812279	0.804872830704874	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	badenianii	0.008	0.014	0.009	0.009	0.008	0.008	0.008	0.008	0.009	0.01	0.009	0.027	0.018	0.01
ASV_562	-0.436	8.834	0.502747757176375	0.807873028586588	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Marinibaculum	pumilum	0.023	0.035	0.056	0.009	0	0.024	0.023	0.025	0.074	0.019	0.064	0.018	0.018	0.019
ASV_62	0.246	11.747	0.503394611560654	0.807873028586588	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	currus	0.327	0.321	0.298	0.356	0.287	0.368	0.333	0.319	0.278	0.457	0.338	0.209	0.47	0.173
ASV_287	-0.374	9.53	0.503586050859041	0.807873028586588	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	eurypsychrophila	0.047	0.07	0.14	0.043	0.023	0.008	0.045	0.025	0.056	0.029	0.082	0.064	0.053	0.134
ASV_508	-0.401	8.811	0.506088829385257	0.810932924262023	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Unassigned	0.022	0.034	0	0.052	0.023	0.024	0.008	0.025	0.037	0.01	0.055	0.036	0.035	0.029
ASV_880	0.398	8.711	0.506712967773651	0.810978921395667	NotSig	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	spartanus	0.026	0.023	0.019	0.043	0.031	0.032	0.008	0.025	0.037	0.01	0.009	0.018	0.009	0.058
ASV_487	0.51	8.698	0.510790496965689	0.816404575698297	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	terrae	0.025	0.021	0.019	0.009	0.008	0.008	0.091	0.017	0.009	0.029	0.018	0	0.053	0.019
ASV_1283	-0.613	8.19	0.51130183779049	0.816404575698297	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola	amnicola	0.008	0.015	0.009	0	0.008	0	0.03	0	0.009	0.029	0	0.027	0.027	0
ASV_198	0.314	9.702	0.512327073093828	0.817083692685941	NotSig	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	islandicus	0.07	0.063	0.074	0.148	0.015	0.056	0.091	0.034	0.056	0.048	0.064	0.082	0.053	0.077
ASV_1404	-0.647	7.999	0.515255428416998	0.818775010455776	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Reyranellaceae	Reyranella	aquatilis	0.005	0.011	0	0	0.023	0.008	0	0	0.019	0.01	0.009	0.027	0	0
ASV_774	-0.454	8.378	0.515859704105537	0.818775010455776	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unassigned	0.013	0.02	0.009	0.035	0	0.016	0.015	0	0.028	0.029	0.018	0.018	0.027	0
ASV_461	-0.322	9.532	0.516045501373201	0.818775010455776	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unassigned	Unassigned	0.047	0.068	0.037	0.061	0.039	0.024	0.015	0.109	0.056	0.095	0.046	0.082	0.044	0.086
ASV_86	-0.35	10.764	0.516215614744929	0.818775010455776	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Wangella	harbinensis	0.136	0.193	0.223	0.286	0.031	0.104	0.03	0.143	0.204	0.466	0.1	0.064	0.124	0.201
ASV_1151	0.436	9.023	0.516393343598761	0.818775010455776	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.038	0.032	0.065	0.009	0.008	0.024	0.015	0.109	0.074	0.019	0.009	0.027	0.027	0.038
ASV_56	-0.28	11.301	0.519237730947181	0.821445043766887	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	olei	0.189	0.277	0.056	0.156	0.256	0.248	0.242	0.176	0.371	0.124	0.274	0.327	0.328	0.24
ASV_260	0.433	10.032	0.519346196579723	0.821445043766887	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium	myanmarense	0.088	0.081	0.121	0.035	0.318	0.016	0.015	0.025	0.074	0.114	0.11	0.045	0.035	0.106
ASV_1198	0.584	8.223	0.519886657655695	0.821445043766887	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Novosphingobium	naphthae	0.014	0.011	0.019	0	0.039	0.016	0	0.008	0.019	0.019	0	0	0.027	0
ASV_706	0.404	8.846	0.520972670436713	0.821469514657433	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	solisilvae	0.03	0.027	0.028	0.026	0.031	0.016	0.023	0.059	0	0.076	0.018	0.018	0.018	0.029
ASV_542	0.417	9.085	0.521310921090092	0.821469514657433	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	acidisoli	0.038	0.034	0.047	0.009	0.07	0.056	0.015	0.034	0	0.038	0.009	0.045	0.053	0.058
ASV_379	-0.328	9.368	0.521711549323553	0.821469514657433	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0.042	0.058	0.093	0.035	0.023	0.016	0.015	0.067	0.065	0.038	0.046	0.082	0.053	0.067
ASV_1174	-0.439	8.599	0.523092205845223	0.822692360694219	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.016	0.026	0.009	0	0.008	0.032	0.008	0.042	0.019	0.019	0.027	0.055	0.027	0.01
ASV_321	-0.35	9.301	0.524192581994459	0.823472083825205	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	australe	0.037	0.055	0.009	0.043	0.015	0.056	0.053	0.042	0.102	0.038	0.027	0.091	0.035	0.038
ASV_377	-0.374	9.424	0.525043091276595	0.823857938155209	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.042	0.065	0.074	0.061	0.046	0.04	0.015	0.017	0.111	0.048	0	0.036	0.053	0.144
